url,domain,registered_domain,tld,subdomain,class,id,protocol,path,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words,keywords,brands,dga_in_words,similar_to_keywords,similar_to_brands,negligible_words,words_nlp,words_raw,target_brand,target_keyword,compound_raw,compound_splitted
https://tinyurl.com/23x347a4,tinyurl,tinyurl.com,com,,phish,0,https,/23x347a4,0,0,6,7,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4.5,7,2,2.5,1,0,0,2,1,0,0,1,7.0,0,,,,,xa,"tin, yurl","xa, tin, yurl","tinyurl, 23x347a4",axa,,tinyurl,"tin, yurl"
https://tinyurl.com/264axhus,tinyurl,tinyurl.com,com,,phish,1,https,/264axhus,0,0,3,7,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,6.0,7,5,1.0,1,0,0,2,0,0,0,0,7.0,1,,,axhus,,,"tin, yurl","axhus, tin, yurl","tinyurl, 264axhus",,,tinyurl,"tin, yurl"
https://tinyurl.com/2crgshqy,tinyurl,tinyurl.com,com,,phish,2,https,/2crgshqy,0,0,1,7,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,7.0,7,7,0.0,1,0,0,2,0,0,0,0,7.0,1,,,crgshqy,,,"tin, yurl","crgshqy, tin, yurl","tinyurl, 2crgshqy",,,tinyurl,"tin, yurl"
https://tinyurl.com/2bzgf5dh,tinyurl,tinyurl.com,com,,phish,3,https,/2bzgf5dh,0,0,2,7,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,6.5,7,6,0.5,1,0,0,2,0,0,0,0,7.0,1,,,bzgfdh,,,"tin, yurl","bzgfdh, tin, yurl","tinyurl, 2bzgf5dh",,,tinyurl,"tin, yurl"
https://tinyurl.com/2ymmoj6y,tinyurl,tinyurl.com,com,,phish,4,https,/2ymmoj6y,0,0,2,7,0,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,6.5,7,6,0.5,1,0,0,2,0,0,0,0,7.0,1,,,ymmojy,,,"tin, yurl","ymmojy, tin, yurl","tinyurl, 2ymmoj6y",,,tinyurl,"tin, yurl"
https://tinyurl.com/2449chb6,tinyurl,tinyurl.com,com,,phish,5,https,/2449chb6,0,0,5,7,0,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,7.0,7,7,0.0,1,0,0,2,0,0,0,0,7.0,0,,,,,,"tin, yurl","tin, yurl","tinyurl, 2449chb6",,,tinyurl,"tin, yurl"
https://tinyurl.com/2blgg3uu,tinyurl,tinyurl.com,com,,phish,6,https,/2blgg3uu,0,0,2,7,0,9,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,2,6.5,7,6,0.5,1,0,0,2,0,0,0,0,7.0,1,,,blgguu,,,"tin, yurl","blgguu, tin, yurl","tinyurl, 2blgg3uu",,,tinyurl,"tin, yurl"
https://tinyurl.com/22sn4xy5,tinyurl,tinyurl.com,com,,phish,7,https,/22sn4xy5,0,0,4,7,0,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,5.5,7,4,1.5,1,0,0,2,0,0,0,0,7.0,1,,,snxy,,,"tin, yurl","snxy, tin, yurl","tinyurl, 22sn4xy5",,,tinyurl,"tin, yurl"
https://tinyurl.com/23qzn8f2,tinyurl,tinyurl.com,com,,phish,8,https,/23qzn8f2,0,0,4,7,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5.5,7,4,1.5,1,0,0,2,0,0,0,0,7.0,1,,,qznf,,,"tin, yurl","qznf, tin, yurl","tinyurl, 23qzn8f2",,,tinyurl,"tin, yurl"
https://tinyurl.com/2cr2nmnz,tinyurl,tinyurl.com,com,,phish,9,https,/2cr2nmnz,0,0,2,7,0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,6.5,7,6,0.5,1,0,0,2,0,0,0,0,7.0,1,,,crnmnz,,,"tin, yurl","crnmnz, tin, yurl","tinyurl, 2cr2nmnz",,,tinyurl,"tin, yurl"
