url,domain,registered_domain,tld,subdomain,class,id,protocol,path,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words,keywords,brands,dga_in_words,similar_to_keywords,similar_to_brands,negligible_words,words_nlp,words_raw,target_brand,target_keyword,compound_raw,compound_splitted
https://www.ucl.edu/redirect?q=https://tinyurl.com/23x347a4,ucl,ucl.edu,edu,www,phish,0,https,/redirect?q=https://tinyurl.com/23x347a4,0,0,6,3,3,40,1,1,1,0,0,1,4,0,0,0,1,4,0,1,0,1,0,0,5,2,5.0,8,2,2.280350850198276,1,2,0,2,1,2,2,1,7.0,0,"redirect, com",,,"https, https",xa,"tin, yurl","xa, https, redirect, com, tin, yurl","ucl, redirect, q, https, tinyurl, com, 23x347a4, www",axa,"http, http",tinyurl,"tin, yurl"
https://check.amz.com/redirect?q=https://tinyurl.com/264axhus,amz,amz.com,com,check,phish,1,https,/redirect?q=https://tinyurl.com/264axhus,0,0,3,3,5,40,1,0,1,0,1,1,1,0,0,0,1,4,0,1,0,1,0,0,6,2,5.5,8,3,1.6072751268321592,1,2,0,3,0,2,2,0,7.0,1,"redirect, com",,axhus,"https, https",,"check, tin, yurl","check, https, redirect, com, axhus, tin, yurl","amz, redirect, q, https, tinyurl, com, 264axhus, check",,"http, http",tinyurl,"tin, yurl"
https://secure.log.com/redirect?q=https://tinyurl.com/2crgshqy,log,log.com,com,secure,phish,2,https,/redirect?q=https://tinyurl.com/2crgshqy,0,0,1,3,6,40,1,0,1,0,0,1,1,0,0,0,1,4,0,1,0,1,0,0,6,2,6.0,8,3,1.632993161855452,1,3,0,2,0,2,2,0,7.0,1,"redirect, com, secure",,crgshqy,"https, https",,"tin, yurl","https, redirect, com, secure, crgshqy, tin, yurl","log, redirect, q, https, tinyurl, com, 2crgshqy, secure",,"http, http",tinyurl,"tin, yurl"
https://secure.log.com/redirect?q=https://tinyurl.com/2bzgf5dh,log,log.com,com,secure,phish,3,https,/redirect?q=https://tinyurl.com/2bzgf5dh,0,0,2,3,6,40,1,0,1,0,0,1,1,0,0,0,1,4,0,1,0,1,0,0,6,2,5.833333333333333,8,3,1.5723301886761007,1,3,0,2,0,2,2,0,7.0,1,"redirect, com, secure",,bzgfdh,"https, https",,"tin, yurl","https, redirect, com, secure, bzgfdh, tin, yurl","log, redirect, q, https, tinyurl, com, 2bzgf5dh, secure",,"http, http",tinyurl,"tin, yurl"
https://check.amz.com/redirect?q=https://tinyurl.com/2ymmoj6y,amz,amz.com,com,check,phish,4,https,/redirect?q=https://tinyurl.com/2ymmoj6y,0,0,2,3,5,40,1,0,1,0,1,1,2,0,0,0,1,4,0,1,0,1,0,0,6,2,5.666666666666667,8,3,1.5986105077709065,1,2,0,3,0,2,2,0,7.0,1,"redirect, com",,ymmojy,"https, https",,"check, tin, yurl","check, https, redirect, com, ymmojy, tin, yurl","amz, redirect, q, https, tinyurl, com, 2ymmoj6y, check",,"http, http",tinyurl,"tin, yurl"
https://auth.pro.net/redirect?q=https://tinyurl.com/2449chb6,pro,pro.net,net,auth,phish,5,https,/redirect?q=https://tinyurl.com/2449chb6,0,0,5,3,4,40,1,0,1,0,0,1,2,0,0,0,1,4,0,1,0,1,0,0,5,2,5.4,8,3,1.8547236990991407,1,2,0,3,0,2,2,0,7.0,0,"redirect, com",,,"https, https",,"auth, tin, yurl","auth, https, redirect, com, tin, yurl","pro, redirect, q, https, tinyurl, com, 2449chb6, auth",,"http, http",tinyurl,"tin, yurl"
https://www.ucl.edu/redirect?q=https://tinyurl.com/2blgg3uu,ucl,ucl.edu,edu,www,phish,6,https,/redirect?q=https://tinyurl.com/2blgg3uu,0,0,2,3,3,40,1,1,1,0,0,1,6,0,0,0,1,4,0,1,0,1,0,0,5,2,5.8,8,3,1.7204650534085253,1,2,0,2,0,2,2,0,7.0,1,"redirect, com",,blgguu,"https, https",,"tin, yurl","https, redirect, com, blgguu, tin, yurl","ucl, redirect, q, https, tinyurl, com, 2blgg3uu, www",,"http, http",tinyurl,"tin, yurl"
https://check.amz.com/redirect?q=https://tinyurl.com/22sn4xy5,amz,amz.com,com,check,phish,7,https,/redirect?q=https://tinyurl.com/22sn4xy5,0,0,4,3,5,40,1,0,1,0,1,1,2,0,0,0,1,4,0,1,0,1,0,0,6,2,5.333333333333333,8,3,1.699673171197595,1,2,0,3,0,2,2,0,7.0,1,"redirect, com",,snxy,"https, https",,"check, tin, yurl","check, https, redirect, com, snxy, tin, yurl","amz, redirect, q, https, tinyurl, com, 22sn4xy5, check",,"http, http",tinyurl,"tin, yurl"
https://auth.pro.net/redirect?q=https://tinyurl.com/23qzn8f2,pro,pro.net,net,auth,phish,8,https,/redirect?q=https://tinyurl.com/23qzn8f2,0,0,4,3,4,40,1,0,1,0,0,1,1,0,0,0,1,4,0,1,0,1,0,0,6,2,5.166666666666667,8,3,1.7716909687891083,1,2,0,3,0,2,2,0,7.0,1,"redirect, com",,qznf,"https, https",,"auth, tin, yurl","auth, https, redirect, com, qznf, tin, yurl","pro, redirect, q, https, tinyurl, com, 23qzn8f2, auth",,"http, http",tinyurl,"tin, yurl"
https://secure.log.com/redirect?q=https://tinyurl.com/2cr2nmnz,log,log.com,com,secure,phish,9,https,/redirect?q=https://tinyurl.com/2cr2nmnz,0,0,2,3,6,40,1,0,1,0,0,1,1,0,0,0,1,4,0,1,0,1,0,0,6,2,5.833333333333333,8,3,1.5723301886761007,1,3,0,2,0,2,2,0,7.0,1,"redirect, com, secure",,crnmnz,"https, https",,"tin, yurl","https, redirect, com, secure, crnmnz, tin, yurl","log, redirect, q, https, tinyurl, com, 2cr2nmnz, secure",,"http, http",tinyurl,"tin, yurl"
