url,label,index
https://www.ucl.edu/redirect?q=https://tinyurl.com/23x347a4,1,0
https://check.amz.com/redirect?q=https://tinyurl.com/264axhus,1,1
https://secure.log.com/redirect?q=https://tinyurl.com/2crgshqy,1,2
https://secure.log.com/redirect?q=https://tinyurl.com/2bzgf5dh,1,3
https://check.amz.com/redirect?q=https://tinyurl.com/2ymmoj6y,1,4
https://auth.pro.net/redirect?q=https://tinyurl.com/2449chb6,1,5
https://www.ucl.edu/redirect?q=https://tinyurl.com/2blgg3uu,1,6
https://check.amz.com/redirect?q=https://tinyurl.com/22sn4xy5,1,7
https://auth.pro.net/redirect?q=https://tinyurl.com/23qzn8f2,1,8
https://secure.log.com/redirect?q=https://tinyurl.com/2cr2nmnz,1,9
https://check.amz.com/redirect?q=https://tinyurl.com/2b8l2jmc,1,10
https://auth.pro.net/redirect?q=https://tinyurl.com/28rmlukv,1,11
https://secure.log.com/redirect?q=https://tinyurl.com/8UUHALV,1,12
https://secure.log.com/redirect?q=https://tinyurl.com/2xjy5roj,1,13
https://secure.log.com/redirect?q=https://tinyurl.com/24dummy3,1,14
https://secure.log.com/redirect?q=https://tinyurl.com/p2voxup,1,15
https://secure.log.com/redirect?q=https://tinyurl.com/23zkwh23,1,16
https://auth.pro.net/redirect?q=https://tinyurl.com/23gud3p5,1,17
https://auth.pro.net/redirect?q=https://tinyurl.com/2bunldzb,1,18
https://www.ucl.edu/redirect?q=https://tinyurl.com/2cqegdjr,1,19
https://auth.pro.net/redirect?q=https://tinyurl.com/2a4wgs7u,1,20
https://check.amz.com/redirect?q=https://tinyurl.com/2xtos3kn,1,21
https://check.amz.com/redirect?q=https://tinyurl.com/27dvl6e3,1,22
https://check.amz.com/redirect?q=https://tinyurl.com/25shx3cu,1,23
https://auth.pro.net/redirect?q=https://tinyurl.com/2cf9m9l7,1,24
https://auth.pro.net/redirect?q=https://tinyurl.com/225p8gx7,1,25
https://auth.pro.net/redirect?q=https://tinyurl.com/D0kLCAv,1,26
https://auth.pro.net/redirect?q=https://tinyurl.com/2b8uqzbn,1,27
https://check.amz.com/redirect?q=https://tinyurl.com/29akovyw,1,28
https://auth.pro.net/redirect?q=https://tinyurl.com/29pktnmv,1,29
https://check.amz.com/redirect?q=https://tinyurl.com/klheovw,1,30
https://secure.log.com/redirect?q=https://tinyurl.com/2afprlp4,1,31
https://secure.log.com/redirect?q=https://tinyurl.com/K8lDaRO,1,32
https://secure.log.com/redirect?q=https://tinyurl.com/22ekuf68,1,33
https://check.amz.com/redirect?q=https://tinyurl.com/2d4xoq2q,1,34
https://secure.log.com/redirect?q=https://tinyurl.com/2yru5anv,1,35
https://check.amz.com/redirect?q=https://tinyurl.com/FromzSg,1,36
https://check.amz.com/redirect?q=https://tinyurl.com/9mKgZkT,1,37
https://auth.pro.net/redirect?q=https://tinyurl.com/25x2t2xp,1,38
https://www.ucl.edu/redirect?q=https://tinyurl.com/2yqknpgg,1,39
https://check.amz.com/redirect?q=https://tinyurl.com/25scj6wp,1,40
https://secure.log.com/redirect?q=https://tinyurl.com/24ycx3et,1,41
https://auth.pro.net/redirect?q=https://tinyurl.com/248hvs7x,1,42
https://www.ucl.edu/redirect?q=https://tinyurl.com/23hho6ws,1,43
https://secure.log.com/redirect?q=https://tinyurl.com/293xlb7c,1,44
https://check.amz.com/redirect?q=https://tinyurl.com/246rceu2,1,45
https://secure.log.com/redirect?q=https://tinyurl.com/2yxc75cq,1,46
https://check.amz.com/redirect?q=https://tinyurl.com/2yh2vban,1,47
https://www.ucl.edu/redirect?q=https://tinyurl.com/gkQ267G,1,48
https://www.ucl.edu/redirect?q=https://tinyurl.com/2xjy5roj,1,49
https://check.amz.com/redirect?q=https://tinyurl.com/26tzqzge,1,50
https://check.amz.com/redirect?q=https://tinyurl.com/2cfynmnv,1,51
