url,short_url,shortener,redirect_url,original_proba,redirect_proba
http://ceramicatorres.com.br/wp-admin/network/js/index.php?email=jose@monkey.org,https://tinyurl.com/23x347a4,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/23x347a4,0.02876342,0.5591766
https://robsonpeluquerosaopaulo.com/here/es/305,https://tinyurl.com/264axhus,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/264axhus,0.7855361,0.22528157
http://a-email.newsletters.ckync.com/cgi-bin/click.pl?email=jm@netnoteinc.com&newsletter=summer&url=http://www.hot-babies-live.com,https://tinyurl.com/2crgshqy,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2crgshqy,0.8441033,0.21116999
https://arhamdisplay.com/wp-ct/logon.php,https://tinyurl.com/2bzgf5dh,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2bzgf5dh,0.8998455,0.11569963
http://66.231.133.63/final/index_remoov.html?ID=b36,https://tinyurl.com/2ymmoj6y,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2ymmoj6y,0.8892276,0.15902582
https://pub-5b99e097a5ae4c38a2f8531f0fb21955.r2.dev/loading.html#jose@monkey.org,https://tinyurl.com/2449chb6,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2449chb6,0.37876454,0.13331996
https://alumidecor.com/wp-content/upgrade/kjgrg/,https://tinyurl.com/2blgg3uu,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2blgg3uu,0.8916167,0.16535392
http://igrgov101.3space.info/application.htm,https://tinyurl.com/22sn4xy5,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/22sn4xy5,0.55053484,0.26631847
https://rdgdwrkehg.ethel-duclos.workers.dev/?lsutdq=am9zZUBtb25rZXkub3Jn,https://tinyurl.com/23qzn8f2,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/23qzn8f2,0.5686305,0.12326773
http://balmainstudio.com.au/corporateshots/wp-includes/rest-api/don/7urymezxdjwro8sol9hulqu5.php?email=jose@monkey.org,https://tinyurl.com/2cr2nmnz,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2cr2nmnz,0.8998455,0.11569963
http://cbphost.net/users/quiksilver/grants.htm,https://tinyurl.com/2b8l2jmc,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2b8l2jmc,0.7855361,0.22528157
http://webopedia.com/TERM/I/ISP.html,https://tinyurl.com/28rmlukv,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/28rmlukv,0.8998455,0.0934781
http://digitalvirgil.co.uk/pvs/1991/index.php?email=jose@monkey.org&amp;jose@monkey.org&amp;,https://tinyurl.com/8UUHALV,tinyurl_simulated,https://secure.log.com/redirect?q=https://tinyurl.com/8UUHALV,0.8993262,0.20876108
http://linkclick24.wix.com/outlook-app,https://tinyurl.com/2xjy5roj,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2xjy5roj,0.8998455,0.11569963
https://rare-billowy-brachiosaurus.glitch.me#jose@monkey.org,https://tinyurl.com/24dummy3,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/24dummy3,0.4834402,0.12310255
http://leedsgamingsociety.co.uk/insta.php,https://tinyurl.com/p2voxup,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/p2voxup,0.884477,0.21793623
http://trachten-eder.at/phone/scripts/com.htm,https://tinyurl.com/23zkwh23,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/23zkwh23,0.5686305,0.15515164
https://odenappealing.com/eng/soa/?i=i&amp;0=jose@monkey.org,https://tinyurl.com/23gud3p5,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/23gud3p5,0.5686305,0.12326773
http://www.mumbailive.in/,https://tinyurl.com/2bunldzb,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2bunldzb,0.8441033,0.0952496
http://www142.wiildaccess.com/remove.htm,https://tinyurl.com/2cqegdjr,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2cqegdjr,0.8441033,0.20336652
http://zevs4x4.ru/Account//login/,https://tinyurl.com/2a4wgs7u,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2a4wgs7u,0.7855361,0.096184984
https://purityindustry.com/systemerror/NewestUpdate/?email=jose@monkey.org,https://tinyurl.com/2xtos3kn,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2xtos3kn,0.6513993,0.13955456
https://u16136365.ct.sendgrid.net/ls/click?upn=S9TOxv90ONa3MyMRFVXswTLm3oFS6gxAoP0-2FV0QaIjXZqd0qZ-2F3URkdUII-2FTxnbLOmnfrG2MLbIkZawjkKn5kXWZl-2BMX5azkpGIDePKZDrU-3DgAEN_fzWwZSEqorIArH9mn3FVyBNvEpGz-2FtQ5IB2YFQEKRpZx98Nph-2FMx06PMmBkC6-2BfMQH-2BcJfERs-2FhYoYBdG4CrV3w0LlFs6FUbftNde0tJMcZKSYGpYjG-2FifJLTgHW52fZakm98uwZIWTWHgpDQhYHwzjaVH-2BUZUG0fpcl-2BJKqGVE0NFHQrhGMLOPDkB6UKZRjTmM3bOylUDhGXSymQuytC9nshsO77scDJOIiSoqbbLY-3D,https://tinyurl.com/27dvl6e3,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/27dvl6e3,0.5686305,0.24079253
https://www.usaa.com/inet/ent_logon/Logon?EID=66676-1010_head,https://tinyurl.com/25shx3cu,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/25shx3cu,0.7855361,0.22528157
http://www.bidstogo.biz/,https://tinyurl.com/2cf9m9l7,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2cf9m9l7,0.5686305,0.12326773
https://online.conect.best/configurators.html?val=jose@monkey.org,https://tinyurl.com/225p8gx7,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/225p8gx7,0.37876454,0.13331996
https://domainupgrade.5gbfree.com/admin/index.php?email=jose@monkey.org,https://tinyurl.com/D0kLCAv,tinyurl_simulated,https://auth.pro.net/redirect?q=https://tinyurl.com/D0kLCAv,0.884477,0.15301006
http://www.Insurancemail.net,https://tinyurl.com/2b8uqzbn,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2b8uqzbn,0.8998455,0.0934781
https://t.pvboxorange-07.top/track/click/pdL2j37JooRlzFM3yPDARmYFcuUVN%2BsVOr%2FMUPWUgkHOJTCWQleNNrw7lhnAYmXv79vUUd2xE69i4d%2FlmmCFmQVUcw7Ctruta%2Br4OWclbdq9H7tKKRUEdhtmcU1rv3FPcDJCGtQN725Jdt0OcyzLfJKMOmjLRpNUObxHLhsvKFI2qSZR%2Ff7Jk0BgvPUQMjwaX14561KlMghlxt6nyrrHGyxCtHVQyGImBkDCJkD61F6uazum2h2oD7HOm%2Bp9Dnts7OYJt%2FB8HpB%2BbFPy6CbGGzbgNqECBXnVdh%2FMdeLiu2sT7bErjwhkpsVxYFnHGFlagoxRglPF0mLIBpTVEJxx0IK15uF3DFkgn0V34w%2BS4jc%2BtD9IgoV%2Bec%2BEXIz83KJFAcJ%2F7luhdq%2FAuq27rh88sP4pj3Oyz5Nhb%2BoyXwmFYJRobMCeielmNeukg0LndkuoA1fj3EaDLowDayOad2R4aULuy4H1QkTGWpNtX9x35YtjKodnaiRjbN3mEt3WxFpIUzZ%2BHIkJo%2FW%2B0ipaVCjbcfhopvkxBL1iVtkWxku%2BYL4%3D,https://tinyurl.com/29akovyw,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/29akovyw,0.8998455,0.13260122
https://www.usaa.com/inet/ent_contactus/CpLevelZeroContactUs?ContactUsPageId=PublicContactUs&amp;EID=129644-0815_head,https://tinyurl.com/29pktnmv,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/29pktnmv,0.8998455,0.0934781
http://www.patriciorossi.cl/log.htm,https://tinyurl.com/klheovw,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/klheovw,0.717729,0.17293136
http://www.askthelawyers.com/apps/remove.asp?email=webmaster@efi.ie,https://tinyurl.com/2afprlp4,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2afprlp4,0.8998455,0.11569963
https://cl.s13.exct.net/?qs=595d3623f95670908a11ee28c121e2d06c945eb040d6e45a2657f72d26eb7985fa65c1fb39ba9579994dbb4bc9f627c6,https://tinyurl.com/K8lDaRO,tinyurl_simulated,https://secure.log.com/redirect?q=https://tinyurl.com/K8lDaRO,0.63616484,0.11209513
http://phdpharmawhey.org.uk/dee/crypt/email.html?email=jose@monkey.org,https://tinyurl.com/22ekuf68,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/22ekuf68,0.55053484,0.1757885
