url,domain,registered_domain,tld,subdomain,class,id,protocol,path,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words,keywords,brands,dga_in_words,similar_to_keywords,similar_to_brands,negligible_words,words_nlp,words_raw,target_brand,target_keyword,compound_raw,compound_splitted
http://%63%65%72%61%6D%69%63%61%74%6F%72%72%65%73%2E%63%6F%6D%2E%62%72%2F%77%70%2D%61%64%6D%69%6E%2F%6E%65%74%77%6F%72%6B%2F%6A%73%2F%69%6E%64%65%78%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,%63%65%72%61%6D%69%63%61%74%6F%72%72%65%73%2E%63%6F%6D%2E%62%72%2F%77%70%2D%61%64%6D%69%6E%2F%6E%65%74%77%6F%72%6B%2F%6A%73%2F%69%6E%64%65%78%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,,,,phish,0,http,//%63%65%72%61%6D%69%63%61%74%6F%72%72%65%73%2E%63%6F%6D%2E%62%72%2F%77%70%2D%61%64%6D%69%6E%2F%6E%65%74%77%6F%72%6B%2F%6A%73%2F%69%6E%64%65%78%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,115,0,115,219,0,221,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"63, 65, 72, 61, 6d, 69, 63, 61, 74, 6f, 72, 72, 65, 73, 2e, 63, 6f, 6d, 2e, 62, 72, 2f, 77, 70, 2d, 61, 64, 6d, 69, 6e, 2f, 6e, 65, 74, 77, 6f, 72, 6b, 2f, 6a, 73, 2f, 69, 6e, 64, 65, 78, 2e, 70, 68, 70, 3f, 65, 6d, 61, 69, 6c, 3d, 6a, 6f, 73, 65, 40, 6d, 6f, 6e, 6b, 65, 79, 2e, 6f, 72, 67, 63, 65, 72, 61, 6d, 69, 63, 61, 74, 6f, 72, 72, 65, 73, 2e, 63, 6f, 6d, 2e, 62, 72, 2f, 77, 70, 2d, 61, 64, 6d, 69, 6e, 2f, 6e, 65, 74, 77, 6f, 72, 6b, 2f, 6a, 73, 2f, 69, 6e, 64, 65, 78, 2e, 70, 68, 70, 3f, 65, 6d, 61, 69, 6c, 3d, 6a, 6f, 73, 65, 40, 6d, 6f, 6e, 6b, 65, 79, 2e, 6f, 72, 67",,,,
https://%72%6F%62%73%6F%6E%70%65%6C%75%71%75%65%72%6F%73%61%6F%70%61%75%6C%6F%2E%63%6F%6D%2F%68%65%72%65%2F%65%73%2F%33%30%35,%72%6F%62%73%6F%6E%70%65%6C%75%71%75%65%72%6F%73%61%6F%70%61%75%6C%6F%2E%63%6F%6D%2F%68%65%72%65%2F%65%73%2F%33%30%35,,,,phish,1,https,//%72%6F%62%73%6F%6E%70%65%6C%75%71%75%65%72%6F%73%61%6F%70%61%75%6C%6F%2E%63%6F%6D%2F%68%65%72%65%2F%65%73%2F%33%30%35,64,0,64,117,0,119,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"72, 6f, 62, 73, 6f, 6e, 70, 65, 6c, 75, 71, 75, 65, 72, 6f, 73, 61, 6f, 70, 61, 75, 6c, 6f, 2e, 63, 6f, 6d, 2f, 68, 65, 72, 65, 2f, 65, 73, 2f, 33, 30, 35, 72, 6f, 62, 73, 6f, 6e, 70, 65, 6c, 75, 71, 75, 65, 72, 6f, 73, 61, 6f, 70, 61, 75, 6c, 6f, 2e, 63, 6f, 6d, 2f, 68, 65, 72, 65, 2f, 65, 73, 2f, 33, 30, 35",,,,
http://%61%2D%65%6D%61%69%6C%2E%6E%65%77%73%6C%65%74%74%65%72%73%2E%63%6B%79%6E%63%2E%63%6F%6D%2F%63%67%69%2D%62%69%6E%2F%63%6C%69%63%6B%2E%70%6C%3F%65%6D%61%69%6C%3D%6A%6D%40%6E%65%74%6E%6F%74%65%69%6E%63%2E%63%6F%6D%26%6E%65%77%73%6C%65%74%74%65%72%3D%73%75%6D%6D%65%72%26%75%72%6C%3D%68%74%74%70%3A%2F%2F%77%77%77%2E%68%6F%74%2D%62%61%62%69%65%73%2D%6C%69%76%65%2E%63%6F%6D,%61%2D%65%6D%61%69%6C%2E%6E%65%77%73%6C%65%74%74%65%72%73%2E%63%6B%79%6E%63%2E%63%6F%6D%2F%63%67%69%2D%62%69%6E%2F%63%6C%69%63%6B%2E%70%6C%3F%65%6D%61%69%6C%3D%6A%6D%40%6E%65%74%6E%6F%74%65%69%6E%63%2E%63%6F%6D%26%6E%65%77%73%6C%65%74%74%65%72%3D%73%75%6D%6D%65%72%26%75%72%6C%3D%68%74%74%70%3A%2F%2F%77%77%77%2E%68%6F%74%2D%62%61%62%69%65%73%2D%6C%69%76%65%2E%63%6F%6D,,,,phish,2,http,//%61%2D%65%6D%61%69%6C%2E%6E%65%77%73%6C%65%74%74%65%72%73%2E%63%6B%79%6E%63%2E%63%6F%6D%2F%63%67%69%2D%62%69%6E%2F%63%6C%69%63%6B%2E%70%6C%3F%65%6D%61%69%6C%3D%6A%6D%40%6E%65%74%6E%6F%74%65%69%6E%63%2E%63%6F%6D%26%6E%65%77%73%6C%65%74%74%65%72%3D%73%75%6D%6D%65%72%26%75%72%6C%3D%68%74%74%70%3A%2F%2F%77%77%77%2E%68%6F%74%2D%62%61%62%69%65%73%2D%6C%69%76%65%2E%63%6F%6D,195,0,195,369,0,371,0,0,0,0,1,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"61, 2d, 65, 6d, 61, 69, 6c, 2e, 6e, 65, 77, 73, 6c, 65, 74, 74, 65, 72, 73, 2e, 63, 6b, 79, 6e, 63, 2e, 63, 6f, 6d, 2f, 63, 67, 69, 2d, 62, 69, 6e, 2f, 63, 6c, 69, 63, 6b, 2e, 70, 6c, 3f, 65, 6d, 61, 69, 6c, 3d, 6a, 6d, 40, 6e, 65, 74, 6e, 6f, 74, 65, 69, 6e, 63, 2e, 63, 6f, 6d, 26, 6e, 65, 77, 73, 6c, 65, 74, 74, 65, 72, 3d, 73, 75, 6d, 6d, 65, 72, 26, 75, 72, 6c, 3d, 68, 74, 74, 70, 3a, 2f, 2f, 77, 77, 77, 2e, 68, 6f, 74, 2d, 62, 61, 62, 69, 65, 73, 2d, 6c, 69, 76, 65, 2e, 63, 6f, 6d, 61, 2d, 65, 6d, 61, 69, 6c, 2e, 6e, 65, 77, 73, 6c, 65, 74, 74, 65, 72, 73, 2e, 63, 6b, 79, 6e, 63, 2e, 63, 6f, 6d, 2f, 63, 67, 69, 2d, 62, 69, 6e, 2f, 63, 6c, 69, 63, 6b, 2e, 70, 6c, 3f, 65, 6d, 61, 69, 6c, 3d, 6a, 6d, 40, 6e, 65, 74, 6e, 6f, 74, 65, 69, 6e, 63, 2e, 63, 6f, 6d, 26, 6e, 65, 77, 73, 6c, 65, 74, 74, 65, 72, 3d, 73, 75, 6d, 6d, 65, 72, 26, 75, 72, 6c, 3d, 68, 74, 74, 70, 3a, 2f, 2f, 77, 77, 77, 2e, 68, 6f, 74, 2d, 62, 61, 62, 69, 65, 73, 2d, 6c, 69, 76, 65, 2e, 63, 6f, 6d",,,,
https://%61%72%68%61%6D%64%69%73%70%6C%61%79%2E%63%6F%6D%2F%77%70%2D%63%74%2F%6C%6F%67%6F%6E%2E%70%68%70,%61%72%68%61%6D%64%69%73%70%6C%61%79%2E%63%6F%6D%2F%77%70%2D%63%74%2F%6C%6F%67%6F%6E%2E%70%68%70,,,,phish,3,https,//%61%72%68%61%6D%64%69%73%70%6C%61%79%2E%63%6F%6D%2F%77%70%2D%63%74%2F%6C%6F%67%6F%6E%2E%70%68%70,51,0,51,96,0,98,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"61, 72, 68, 61, 6d, 64, 69, 73, 70, 6c, 61, 79, 2e, 63, 6f, 6d, 2f, 77, 70, 2d, 63, 74, 2f, 6c, 6f, 67, 6f, 6e, 2e, 70, 68, 70, 61, 72, 68, 61, 6d, 64, 69, 73, 70, 6c, 61, 79, 2e, 63, 6f, 6d, 2f, 77, 70, 2d, 63, 74, 2f, 6c, 6f, 67, 6f, 6e, 2e, 70, 68, 70",,,,
http://%36%36%2E%32%33%31%2E%31%33%33%2E%36%33%2F%66%69%6E%61%6C%2F%69%6E%64%65%78%5F%72%65%6D%6F%6F%76%2E%68%74%6D%6C%3F%49%44%3D%62%33%36,%36%36%2E%32%33%31%2E%31%33%33%2E%36%33%2F%66%69%6E%61%6C%2F%69%6E%64%65%78%5F%72%65%6D%6F%6F%76%2E%68%74%6D%6C%3F%49%44%3D%62%33%36,,,,phish,4,http,//%36%36%2E%32%33%31%2E%31%33%33%2E%36%33%2F%66%69%6E%61%6C%2F%69%6E%64%65%78%5F%72%65%6D%6F%6F%76%2E%68%74%6D%6C%3F%49%44%3D%62%33%36,71,0,71,132,0,134,0,0,0,0,1,1,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"36, 36, 2e, 32, 33, 31, 2e, 31, 33, 33, 2e, 36, 33, 2f, 66, 69, 6e, 61, 6c, 2f, 69, 6e, 64, 65, 78, 5f, 72, 65, 6d, 6f, 6f, 76, 2e, 68, 74, 6d, 6c, 3f, 49, 44, 3d, 62, 33, 36, 36, 36, 2e, 32, 33, 31, 2e, 31, 33, 33, 2e, 36, 33, 2f, 66, 69, 6e, 61, 6c, 2f, 69, 6e, 64, 65, 78, 5f, 72, 65, 6d, 6f, 6f, 76, 2e, 68, 74, 6d, 6c, 3f, 49, 44, 3d, 62, 33, 36",,,,
https://%70%75%62%2D%35%62%39%39%65%30%39%37%61%35%61%65%34%63%33%38%61%32%66%38%35%33%31%66%30%66%62%32%31%39%35%35%2E%72%32%2E%64%65%76%2F%6C%6F%61%64%69%6E%67%2E%68%74%6D%6C%23%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,%70%75%62%2D%35%62%39%39%65%30%39%37%61%35%61%65%34%63%33%38%61%32%66%38%35%33%31%66%30%66%62%32%31%39%35%35%2E%72%32%2E%64%65%76%2F%6C%6F%61%64%69%6E%67%2E%68%74%6D%6C%23%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,,,,phish,5,https,//%70%75%62%2D%35%62%39%39%65%30%39%37%61%35%61%65%34%63%33%38%61%32%66%38%35%33%31%66%30%66%62%32%31%39%35%35%2E%72%32%2E%64%65%76%2F%6C%6F%61%64%69%6E%67%2E%68%74%6D%6C%23%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,126,0,126,216,0,218,0,0,0,0,1,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"70, 75, 62, 2d, 35, 62, 39, 39, 65, 30, 39, 37, 61, 35, 61, 65, 34, 63, 33, 38, 61, 32, 66, 38, 35, 33, 31, 66, 30, 66, 62, 32, 31, 39, 35, 35, 2e, 72, 32, 2e, 64, 65, 76, 2f, 6c, 6f, 61, 64, 69, 6e, 67, 2e, 68, 74, 6d, 6c, 23, 6a, 6f, 73, 65, 40, 6d, 6f, 6e, 6b, 65, 79, 2e, 6f, 72, 67, 70, 75, 62, 2d, 35, 62, 39, 39, 65, 30, 39, 37, 61, 35, 61, 65, 34, 63, 33, 38, 61, 32, 66, 38, 35, 33, 31, 66, 30, 66, 62, 32, 31, 39, 35, 35, 2e, 72, 32, 2e, 64, 65, 76, 2f, 6c, 6f, 61, 64, 69, 6e, 67, 2e, 68, 74, 6d, 6c, 23, 6a, 6f, 73, 65, 40, 6d, 6f, 6e, 6b, 65, 79, 2e, 6f, 72, 67",,,,
https://%61%6C%75%6D%69%64%65%63%6F%72%2E%63%6F%6D%2F%77%70%2D%63%6F%6E%74%65%6E%74%2F%75%70%67%72%61%64%65%2F%6B%6A%67%72%67%2F,%61%6C%75%6D%69%64%65%63%6F%72%2E%63%6F%6D%2F%77%70%2D%63%6F%6E%74%65%6E%74%2F%75%70%67%72%61%64%65%2F%6B%6A%67%72%67%2F,,,,phish,6,https,//%61%6C%75%6D%69%64%65%63%6F%72%2E%63%6F%6D%2F%77%70%2D%63%6F%6E%74%65%6E%74%2F%75%70%67%72%61%64%65%2F%6B%6A%67%72%67%2F,64,0,64,120,0,122,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"61, 6c, 75, 6d, 69, 64, 65, 63, 6f, 72, 2e, 63, 6f, 6d, 2f, 77, 70, 2d, 63, 6f, 6e, 74, 65, 6e, 74, 2f, 75, 70, 67, 72, 61, 64, 65, 2f, 6b, 6a, 67, 72, 67, 2f, 61, 6c, 75, 6d, 69, 64, 65, 63, 6f, 72, 2e, 63, 6f, 6d, 2f, 77, 70, 2d, 63, 6f, 6e, 74, 65, 6e, 74, 2f, 75, 70, 67, 72, 61, 64, 65, 2f, 6b, 6a, 67, 72, 67, 2f",,,,
http://%69%67%72%67%6F%76%31%30%31%2E%33%73%70%61%63%65%2E%69%6E%66%6F%2F%61%70%70%6C%69%63%61%74%69%6F%6E%2E%68%74%6D,%69%67%72%67%6F%76%31%30%31%2E%33%73%70%61%63%65%2E%69%6E%66%6F%2F%61%70%70%6C%69%63%61%74%69%6F%6E%2E%68%74%6D,,,,phish,7,http,//%69%67%72%67%6F%76%31%30%31%2E%33%73%70%61%63%65%2E%69%6E%66%6F%2F%61%70%70%6C%69%63%61%74%69%6F%6E%2E%68%74%6D,63,0,63,111,0,113,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"69, 67, 72, 67, 6f, 76, 31, 30, 31, 2e, 33, 73, 70, 61, 63, 65, 2e, 69, 6e, 66, 6f, 2f, 61, 70, 70, 6c, 69, 63, 61, 74, 69, 6f, 6e, 2e, 68, 74, 6d, 69, 67, 72, 67, 6f, 76, 31, 30, 31, 2e, 33, 73, 70, 61, 63, 65, 2e, 69, 6e, 66, 6f, 2f, 61, 70, 70, 6c, 69, 63, 61, 74, 69, 6f, 6e, 2e, 68, 74, 6d",,,,
https://%72%64%67%64%77%72%6B%65%68%67%2E%65%74%68%65%6C%2D%64%75%63%6C%6F%73%2E%77%6F%72%6B%65%72%73%2E%64%65%76%2F%3F%6C%73%75%74%64%71%3D%61%6D%39%7A%5A%55%42%74%62%32%35%72%5A%58%6B%75%62%33%4A%6E,%72%64%67%64%77%72%6B%65%68%67%2E%65%74%68%65%6C%2D%64%75%63%6C%6F%73%2E%77%6F%72%6B%65%72%73%2E%64%65%76%2F%3F%6C%73%75%74%64%71%3D%61%6D%39%7A%5A%55%42%74%62%32%35%72%5A%58%6B%75%62%33%4A%6E,,,,phish,8,https,//%72%64%67%64%77%72%6B%65%68%67%2E%65%74%68%65%6C%2D%64%75%63%6C%6F%73%2E%77%6F%72%6B%65%72%73%2E%64%65%76%2F%3F%6C%73%75%74%64%71%3D%61%6D%39%7A%5A%55%42%74%62%32%35%72%5A%58%6B%75%62%33%4A%6E,107,0,107,192,0,194,0,0,0,0,1,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"72, 64, 67, 64, 77, 72, 6b, 65, 68, 67, 2e, 65, 74, 68, 65, 6c, 2d, 64, 75, 63, 6c, 6f, 73, 2e, 77, 6f, 72, 6b, 65, 72, 73, 2e, 64, 65, 76, 2f, 3f, 6c, 73, 75, 74, 64, 71, 3d, 61, 6d, 39, 7a, 5a, 55, 42, 74, 62, 32, 35, 72, 5a, 58, 6b, 75, 62, 33, 4a, 6e, 72, 64, 67, 64, 77, 72, 6b, 65, 68, 67, 2e, 65, 74, 68, 65, 6c, 2d, 64, 75, 63, 6c, 6f, 73, 2e, 77, 6f, 72, 6b, 65, 72, 73, 2e, 64, 65, 76, 2f, 3f, 6c, 73, 75, 74, 64, 71, 3d, 61, 6d, 39, 7a, 5a, 55, 42, 74, 62, 32, 35, 72, 5a, 58, 6b, 75, 62, 33, 4a, 6e",,,,
http://%62%61%6C%6D%61%69%6E%73%74%75%64%69%6F%2E%63%6F%6D%2E%61%75%2F%63%6F%72%70%6F%72%61%74%65%73%68%6F%74%73%2F%77%70%2D%69%6E%63%6C%75%64%65%73%2F%72%65%73%74%2D%61%70%69%2F%64%6F%6E%2F%37%75%72%79%6D%65%7A%78%64%6A%77%72%6F%38%73%6F%6C%39%68%75%6C%71%75%35%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,%62%61%6C%6D%61%69%6E%73%74%75%64%69%6F%2E%63%6F%6D%2E%61%75%2F%63%6F%72%70%6F%72%61%74%65%73%68%6F%74%73%2F%77%70%2D%69%6E%63%6C%75%64%65%73%2F%72%65%73%74%2D%61%70%69%2F%64%6F%6E%2F%37%75%72%79%6D%65%7A%78%64%6A%77%72%6F%38%73%6F%6C%39%68%75%6C%71%75%35%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,,,,phish,9,http,//%62%61%6C%6D%61%69%6E%73%74%75%64%69%6F%2E%63%6F%6D%2E%61%75%2F%63%6F%72%70%6F%72%61%74%65%73%68%6F%74%73%2F%77%70%2D%69%6E%63%6C%75%64%65%73%2F%72%65%73%74%2D%61%70%69%2F%64%6F%6E%2F%37%75%72%79%6D%65%7A%78%64%6A%77%72%6F%38%73%6F%6C%39%68%75%6C%71%75%35%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67,180,0,180,333,0,335,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,"62, 61, 6c, 6d, 61, 69, 6e, 73, 74, 75, 64, 69, 6f, 2e, 63, 6f, 6d, 2e, 61, 75, 2f, 63, 6f, 72, 70, 6f, 72, 61, 74, 65, 73, 68, 6f, 74, 73, 2f, 77, 70, 2d, 69, 6e, 63, 6c, 75, 64, 65, 73, 2f, 72, 65, 73, 74, 2d, 61, 70, 69, 2f, 64, 6f, 6e, 2f, 37, 75, 72, 79, 6d, 65, 7a, 78, 64, 6a, 77, 72, 6f, 38, 73, 6f, 6c, 39, 68, 75, 6c, 71, 75, 35, 2e, 70, 68, 70, 3f, 65, 6d, 61, 69, 6c, 3d, 6a, 6f, 73, 65, 40, 6d, 6f, 6e, 6b, 65, 79, 2e, 6f, 72, 67, 62, 61, 6c, 6d, 61, 69, 6e, 73, 74, 75, 64, 69, 6f, 2e, 63, 6f, 6d, 2e, 61, 75, 2f, 63, 6f, 72, 70, 6f, 72, 61, 74, 65, 73, 68, 6f, 74, 73, 2f, 77, 70, 2d, 69, 6e, 63, 6c, 75, 64, 65, 73, 2f, 72, 65, 73, 74, 2d, 61, 70, 69, 2f, 64, 6f, 6e, 2f, 37, 75, 72, 79, 6d, 65, 7a, 78, 64, 6a, 77, 72, 6f, 38, 73, 6f, 6c, 39, 68, 75, 6c, 71, 75, 35, 2e, 70, 68, 70, 3f, 65, 6d, 61, 69, 6c, 3d, 6a, 6f, 73, 65, 40, 6d, 6f, 6e, 6b, 65, 79, 2e, 6f, 72, 67",,,,
