id,phishing_probability,label,original_url,predicted_label,url
2468,0.9981899975787104,1,http://ceramicatorres.com.br/wp-admin/network/js/index.php?email=jose@monkey.org,1,http://%63%65%72%61%6D%69%63%61%74%6F%72%72%65%73%2E%63%6F%6D%2E%62%72%2F%77%70%2D%61%64%6D%69%6E%2F%6E%65%74%77%6F%72%6B%2F%6A%73%2F%69%6E%64%65%78%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67
3130,0.9015062122515974,1,https://robsonpeluquerosaopaulo.com/here/es/305,1,https://%72%6F%62%73%6F%6E%70%65%6C%75%71%75%65%72%6F%73%61%6F%70%61%75%6C%6F%2E%63%6F%6D%2F%68%65%72%65%2F%65%73%2F%33%30%35
2681,0.8377276422467834,1,http://a-email.newsletters.ckync.com/cgi-bin/click.pl?email=jm@netnoteinc.com&newsletter=summer&url=http://www.hot-babies-live.com,1,http://%61%2D%65%6D%61%69%6C%2E%6E%65%77%73%6C%65%74%74%65%72%73%2E%63%6B%79%6E%63%2E%63%6F%6D%2F%63%67%69%2D%62%69%6E%2F%63%6C%69%63%6B%2E%70%6C%3F%65%6D%61%69%6C%3D%6A%6D%40%6E%65%74%6E%6F%74%65%69%6E%63%2E%63%6F%6D%26%6E%65%77%73%6C%65%74%74%65%72%3D%73%75%6D%6D%65%72%26%75%72%6C%3D%68%74%74%70%3A%2F%2F%77%77%77%2E%68%6F%74%2D%62%61%62%69%65%73%2D%6C%69%76%65%2E%63%6F%6D
2074,0.938951009425254,1,https://arhamdisplay.com/wp-ct/logon.php,1,https://%61%72%68%61%6D%64%69%73%70%6C%61%79%2E%63%6F%6D%2F%77%70%2D%63%74%2F%6C%6F%67%6F%6E%2E%70%68%70
2111,0.9982919869167156,1,http://66.231.133.63/final/index_remoov.html?ID=b36,1,http://%36%36%2E%32%33%31%2E%31%33%33%2E%36%33%2F%66%69%6E%61%6C%2F%69%6E%64%65%78%5F%72%65%6D%6F%6F%76%2E%68%74%6D%6C%3F%49%44%3D%62%33%36
2584,0.9873347152975768,1,https://pub-5b99e097a5ae4c38a2f8531f0fb21955.r2.dev/loading.html#jose@monkey.org,1,https://%70%75%62%2D%35%62%39%39%65%30%39%37%61%35%61%65%34%63%33%38%61%32%66%38%35%33%31%66%30%66%62%32%31%39%35%35%2E%72%32%2E%64%65%76%2F%6C%6F%61%64%69%6E%67%2E%68%74%6D%6C%23%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67
2200,0.8626231083246184,1,https://alumidecor.com/wp-content/upgrade/kjgrg/,1,https://%61%6C%75%6D%69%64%65%63%6F%72%2E%63%6F%6D%2F%77%70%2D%63%6F%6E%74%65%6E%74%2F%75%70%67%72%61%64%65%2F%6B%6A%67%72%67%2F
2121,0.9013989791147032,1,http://igrgov101.3space.info/application.htm,1,http://%69%67%72%67%6F%76%31%30%31%2E%33%73%70%61%63%65%2E%69%6E%66%6F%2F%61%70%70%6C%69%63%61%74%69%6F%6E%2E%68%74%6D
1235,0.6401174976820585,1,https://rdgdwrkehg.ethel-duclos.workers.dev/?lsutdq=am9zZUBtb25rZXkub3Jn,1,https://%72%64%67%64%77%72%6B%65%68%67%2E%65%74%68%65%6C%2D%64%75%63%6C%6F%73%2E%77%6F%72%6B%65%72%73%2E%64%65%76%2F%3F%6C%73%75%74%64%71%3D%61%6D%39%7A%5A%55%42%74%62%32%35%72%5A%58%6B%75%62%33%4A%6E
275,0.970401118610007,1,http://balmainstudio.com.au/corporateshots/wp-includes/rest-api/don/7urymezxdjwro8sol9hulqu5.php?email=jose@monkey.org,1,http://%62%61%6C%6D%61%69%6E%73%74%75%64%69%6F%2E%63%6F%6D%2E%61%75%2F%63%6F%72%70%6F%72%61%74%65%73%68%6F%74%73%2F%77%70%2D%69%6E%63%6C%75%64%65%73%2F%72%65%73%74%2D%61%70%69%2F%64%6F%6E%2F%37%75%72%79%6D%65%7A%78%64%6A%77%72%6F%38%73%6F%6C%39%68%75%6C%71%75%35%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67
3316,0.922816289737417,1,http://cbphost.net/users/quiksilver/grants.htm,1,http://%63%62%70%68%6F%73%74%2E%6E%65%74%2F%75%73%65%72%73%2F%71%75%69%6B%73%69%6C%76%65%72%2F%67%72%61%6E%74%73%2E%68%74%6D
1824,0.9625006174328026,1,http://webopedia.com/TERM/I/ISP.html,1,http://%77%65%62%6F%70%65%64%69%61%2E%63%6F%6D%2F%54%45%52%4D%2F%49%2F%49%53%50%2E%68%74%6D%6C
3938,0.982353974889158,1,http://digitalvirgil.co.uk/pvs/1991/index.php?email=jose@monkey.org&amp;jose@monkey.org&amp;,1,http://%64%69%67%69%74%61%6C%76%69%72%67%69%6C%2E%63%6F%2E%75%6B%2F%70%76%73%2F%31%39%39%31%2F%69%6E%64%65%78%2E%70%68%70%3F%65%6D%61%69%6C%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67%26%61%6D%70%3B%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67%26%61%6D%70%3B
2625,0.6536770966944352,1,http://linkclick24.wix.com/outlook-app,1,http://%6C%69%6E%6B%63%6C%69%63%6B%32%34%2E%77%69%78%2E%63%6F%6D%2F%6F%75%74%6C%6F%6F%6B%2D%61%70%70
950,0.8469718514642601,1,https://rare-billowy-brachiosaurus.glitch.me#jose@monkey.org,1,https://%72%61%72%65%2D%62%69%6C%6C%6F%77%79%2D%62%72%61%63%68%69%6F%73%61%75%72%75%73%2E%67%6C%69%74%63%68%2E%6D%65%23%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67
2417,0.9321587247632366,1,http://leedsgamingsociety.co.uk/insta.php,1,http://%6C%65%65%64%73%67%61%6D%69%6E%67%73%6F%63%69%65%74%79%2E%63%6F%2E%75%6B%2F%69%6E%73%74%61%2E%70%68%70
3338,0.9807420823213964,1,http://trachten-eder.at/phone/scripts/com.htm,1,http://%74%72%61%63%68%74%65%6E%2D%65%64%65%72%2E%61%74%2F%70%68%6F%6E%65%2F%73%63%72%69%70%74%73%2F%63%6F%6D%2E%68%74%6D
2781,0.9410250969537804,1,https://odenappealing.com/eng/soa/?i=i&amp;0=jose@monkey.org,1,https://%6F%64%65%6E%61%70%70%65%61%6C%69%6E%67%2E%63%6F%6D%2F%65%6E%67%2F%73%6F%61%2F%3F%69%3D%69%26%61%6D%70%3B%30%3D%6A%6F%73%65%40%6D%6F%6E%6B%65%79%2E%6F%72%67
