index,email_id,structure_proba,label
0,<200703120220.l2C2Ksp4009825@godsend.mail.UM>,0.8115206,1
1,<29683960.1075839973440.JavaMail.evans@thyme>,0.0045548053,0
2,<200309201251.h8KCpJ322808@magnumforce.mr.itd.UM>,0.9988218,1
3,<200209102131.RAA22275@blackcomb.panasas.com>,0.010553825,0
4,<200210080800.g9880TK06063@dogma.slashnull.org>,0.071707666,0
5,<57081124-171e-bd42-7017-6acbea1a41df@rgs.net>,0.9922117,1
6,<13105534.1075841736967.JavaMail.evans@thyme>,0.0045548053,0
7,<20161214192107.3F6FB876DC95@mail.tdyv.ru>,0.8771887,1
8,<20060120145827261.6697@tiscali.co.uk>,0.99593216,1
9,<20160207002602.ACE6A61C2A3@idb.com.vn>,0.99596906,1
10,<30861667.1075847160670.JavaMail.evans@thyme>,0.0073899943,0
11,<31622990.1075845517783.JavaMail.evans@thyme>,0.019610437,0
12,<21146115.1075841407493.JavaMail.evans@thyme>,0.019610437,0
13,<13066576.1075854362052.JavaMail.evans@thyme>,0.0045548053,0
14,<8804388.1075849868956.JavaMail.evans@thyme>,0.05869416,0
15,<544BmepzThW2XYN7RjL-NQ@geopod-ismtpd-27>,0.0023793061,0
16,<853968.1075855028806.JavaMail.evans@thyme>,0.019610437,0
17,<20190610091802.98859092145550B6@al-reefy.com>,0.9591133,1
18,<20240911201211.8DA7F821EA4A90CC@medwayus.net>,0.99665904,1
19,<20060707211914.65337.qmail@web55902.mail.re3.yahoo.com>,0.99770904,1
20,<NEBBKLEDELIODOCJHLPCGEOHNCAA.mgm@starlingtech.com>,0.007209744,0
21,<31164409.1075846387270.JavaMail.evans@thyme>,0.0073899943,0
22,<13122582.1075855727523.JavaMail.evans@thyme>,0.0073899943,0
23,<200209261529.g8QFTpg24761@dogma.slashnull.org>,0.071707666,0
24,<tnd0cDn4TRq5ePUW0rSUMQ@geopod-ismtpd-9>,0.00804016,0
25,<200612230911.kBN9BttJ005288@faithful.mail.UM>,0.9974808,1
26,<NDBBJPAGKLCMDEIEKOPBAEFOIHAA.mailinglists@websitemanagers.com.au>,0.0072084675,0
27,<13418019.1075844341775.JavaMail.evans@thyme>,0.0073899943,0
28,<10011703.1075841550691.JavaMail.evans@thyme>,0.0073899943,0
29,<18634761.1075840758270.JavaMail.evans@thyme>,0.0073899943,0
30,<10236294.1075841095158.JavaMail.evans@thyme>,0.019610437,0
31,<200208282039.25043.eh@mad.scientist.com>,0.029062137,0
32,<2550142.1075846736264.JavaMail.evans@thyme>,0.0073899943,0
33,<B397C4F18189C34B9BD6C5F82461FCBE1B48C1@usilms27.ca.com>,0.037355334,0
34,<18925652.1075853791815.JavaMail.evans@thyme>,0.0045548053,0
35,<CqusVxYno@ksmail.seed.net.tw>,0.9438803,1
36,<02492023105420E23E775C63-D281CD7E47@hyperteckelectricals.com>,0.93700105,1
37,<200209261531.g8QFVlg25067@dogma.slashnull.org>,0.071707666,0
38,<26666094.1075849626006.JavaMail.evans@thyme>,0.003276545,0
39,<yf2k7los0z5.fsf@proton.pathname.com>,0.020792002,0
40,<18861958.1075855687429.JavaMail.evans@thyme>,0.0073899943,0
41,<722581.1075853082425.JavaMail.evans@thyme>,0.013160234,0
42,<13680534.1075858807922.JavaMail.evans@thyme>,0.0073899943,0
43,<BAY16-F25FB01CA60582E688E9A5085490@phx.gbl>,0.99711037,1
44,<1762521.1075851598491.JavaMail.evans@thyme>,0.008754777,0
45,<12091197.1075857875252.JavaMail.evans@thyme>,0.012144196,0
46,<23723673.1075860730737.JavaMail.evans@thyme>,0.0043939715,0
47,<413-220028422154219900@freesource>,0.9081287,1
48,,0.9988225,1
49,<3234212.1075862030637.JavaMail.evans@thyme>,0.0073899943,0
50,<32056348.1075856116153.JavaMail.evans@thyme>,0.019610437,0
51,<29438651.1075846172069.JavaMail.evans@thyme>,0.0073899943,0
52,,0.9995604,1
53,<23355368.1075858509104.JavaMail.evans@thyme>,0.0073899943,0
54,<037d73b60a4c$6565d3a3$3dd70ea7@fvgioh>,0.97386575,1
55,,0.997543,1
56,<9638441.1075842482038.JavaMail.evans@thyme>,0.0045548053,0
57,<18819072.1075843931448.JavaMail.evans@thyme>,0.0045548053,0
58,<VCPtWJbpSHipJkAm0Vg-7g@geopod-ismtpd-2>,0.0025235515,0
59,<15489073.1075858937412.JavaMail.evans@thyme>,0.019610437,0
60,<28195310.1075856117069.JavaMail.evans@thyme>,0.0043939715,0
61,<qwKuhE76TKKwWdgbBeFtng@ismtpd0134p1mdw1.sendgrid.net>,0.60686177,1
62,<15280109.1075846098081.JavaMail.evans@thyme>,0.0073899943,0
63,<m28z2bua8a.fsf@maya.dyndns.org>,0.04150869,0
64,<16619877.1075843968210.JavaMail.evans@thyme>,0.0073899943,0
65,<14479558.1075856736282.JavaMail.evans@thyme>,0.0073899943,0
66,<200209261527.g8QFRhg24235@dogma.slashnull.org>,0.3063574,0
67,<12c70601c1fdf9$85616080$6701a8c0@insuranceiq.com>,0.92347044,1
68,<20521212.1075852520344.JavaMail.evans@thyme>,0.0073899943,0
69,<20061222122950.1448.qmail@web3115.mail.kcd.yahoo.co.jp>,0.99650204,1
70,<rGfMeaaVTo6onk0nnk0lxg@geopod-ismtpd-4>,0.00804016,0
71,<6529945.1075851636526.JavaMail.evans@thyme>,0.019610437,0
72,<001001c249e6$863c4e00$13cca341@networksonline.com>,0.19856742,0
73,<4uks54fu5lrz.6TgsxdsMbMwCG71U_wGYwA2@1B9PF.trk.elasticemail.com>,0.53847927,1
74,,0.999466,1
75,<26118256.1075846920864.JavaMail.evans@thyme>,0.0045548053,0
76,<20021125152837.A12813@zork.org>,0.003623269,0
77,<20758037.1075857152164.JavaMail.evans@thyme>,0.0073899943,0
78,<1044108035012565@caramail.com>,0.9940948,1
79,<18579954.1075854920291.JavaMail.evans@thyme>,0.0073899943,0
80,<20020726170546.GA16004@nexus.cloudmark.com>,0.0012084881,0
81,<web-20675150@cgp6.sentechsa.net>,0.99308443,1
82,<JHEPKCEMGPKFFDHHDDKDOEDHFEAA.bill@wstoddard.com>,0.0021787146,0
83,,0.9992316,1
84,<3415063.1075847154736.JavaMail.evans@thyme>,0.0051467917,0
85,<200208060450.g764nxr13584@now9.takemetothesavings.com>,0.8757195,1
86,<E18JXQ0-0006PU-00@rhenium>,0.058732092,0
87,<m27khfl8j6.fsf@maya.dyndns.org>,0.04150869,0
88,<12991019.1075862324530.JavaMail.evans@thyme>,0.0073899943,0
89,<20021008190633.GV11235@linuxmafia.com>,0.0019648373,0
90,<31955483.1075861081459.JavaMail.evans@thyme>,0.0073899943,0
91,<JtZVIA1mRjqFw-qsNu88rg@geopod-ismtpd-1>,0.0019301974,0
92,<20241028142924.80dbabbd59d25b4d@cio56239.tryhackme.com>,0.009041736,0
93,,0.9990361,1
94,<665196.1075857855714.JavaMail.evans@thyme>,0.019610437,0
95,<200209261528.g8QFSBg24408@dogma.slashnull.org>,0.071707666,0
96,<3614364.1075845418514.JavaMail.evans@thyme>,0.003276545,0
97,<200209250803.g8P83iC18354@dogma.slashnull.org>,0.071707666,0
98,<200209260801.g8Q81NC06404@dogma.slashnull.org>,0.071707666,0
99,<200207130746.DAA17258@noc.app-net.com>,0.80885696,1
100,<BAY12-F13AC56517C0B13A7B0EFA3DF0C0@phx.gbl>,0.9978752,1
101,<ArvQme-3R6Kwy8v3d_cKnQ@geopod-ismtpd-2>,0.008481449,0
102,<200210010801.g9181EK15591@dogma.slashnull.org>,0.071707666,0
103,<200303220409.h2M49mA12918@deadpool.mr.itd.UM>,0.9974808,1
104,<20712139.1075854154855.JavaMail.evans@thyme>,0.0033423763,0
105,<20070223093530.3523162D9@mx.strefa.interia.pl>,0.96347535,1
106,<eba723ebde33.ebde33eba723@ma18.eresmas.com>,0.99870527,1
107,<4bdb5801c20a78$871f6490$6701a8c0@insuranceiq.com>,0.93212605,1
108,<200209261531.g8QFVig25045@dogma.slashnull.org>,0.071707666,0
109,<TAXsPwzzTiyH0aP0OBR-fg@geopod-ismtpd-22>,0.001661344,0
110,<200208222015.15926.neugens@libero.it>,0.08105258,0
111,<29153893.1075847086920.JavaMail.evans@thyme>,0.0073899943,0
112,<24594643.1075840010316.JavaMail.evans@thyme>,0.0064661726,0
113,<20020802151150.A23016@rover.vipul.net>,0.001308974,0
114,<2981374.1027031363189.JavaMail.root@abv-sfo1-ac-agent4>,0.019466903,0
115,<5309047.1075847130878.JavaMail.evans@thyme>,0.0051467917,0
116,<E1ITYuE-0005vf-PA@afrodite.srvbrasil.com.br>,0.99626726,1
117,<33363905.1075841338554.JavaMail.evans@thyme>,0.0073899943,0
118,<20240710190652.FBB8DD6B1D4E732D@lowcostwindows.com>,0.9907314,1
119,<18170328.1075841419000.JavaMail.evans@thyme>,0.0051467917,0
120,<3D8D5C3B.2090202@barrera.org>,0.015227164,0
121,<31636752.1075844712460.JavaMail.evans@thyme>,0.019610437,0
122,<egzVTgzNQrqizpBPaOu7xw@geopod-ismtpd-5>,0.011135762,0
123,<10074477.1075847129295.JavaMail.evans@thyme>,0.0045548053,0
124,<33203141.1075840434755.JavaMail.evans@thyme>,0.0073899943,0
125,<200209261528.g8QFSTg24435@dogma.slashnull.org>,0.071707666,0
126,<14110018.1075862045157.JavaMail.evans@thyme>,0.0054419404,0
127,<494046.1075857640633.JavaMail.evans@thyme>,0.019610437,0
128,<BAY21-F207822E8A0EB019EFA9AC48CB70@phx.gbl>,0.9976109,1
129,<5646149.1075853063197.JavaMail.evans@thyme>,0.0045548053,0
130,<30942471.1075857176701.JavaMail.evans@thyme>,0.0073899943,0
131,<2606353.1075857558138.JavaMail.evans@thyme>,0.0073899943,0
132,<9723516.1075859799071.JavaMail.evans@thyme>,0.0089296885,0
