id,url_proba,label,url
0,-1.0,,
1,-1.0,,
2,-1.0,,
3,-1.0,,
4,0.0002737443719524,0.0,https://ctrk.klclick.com/l/01JJME8RF1N14Y5ZQZJX9GS2TB_11
5,-1.0,,
6,-1.0,,
7,0.991467833518982,1.0,http://us.rd.yahoo.com/evt=41244/*http://smallbusiness.yahoo.com/r-index
8,0.4502266347408294,1.0,http://www.cortijogazquez.es/wpcontent/
9,0.9998871088027954,1.0,http://211.141.66.70:10211/
10,-1.0,,
11,-1.0,,
12,-1.0,,
13,0.9912274479866028,1.0,https://bit.ly/3BJQInv
14,-1.0,,
15,-1.0,,
16,-1.0,,
17,0.9997066855430604,1.0,https://online.conect.best/configurators.html?val=jose@monkey.org
18,0.7122899889945984,1.0,https://ipssolucionesintegrales.com/tr.php
19,0.9999492168426514,1.0,http://reachthere.com/images/reach/test/mmv/mvm/?email=jose@monkey.org
20,-1.0,,
21,-1.0,,
22,0.0002737443719524,0.0,https://ctrk.klclick.com/l/01JH8FK2HBK6GM13WXKKW7DWE1_11
23,0.9854244589805604,1.0,http://x.co/6mvnq
24,-1.0,,
25,0.994858741760254,1.0,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=0ahUKEwiArOymiIXQAhXH0RQKHfaqA0U4ChAWCBgwAA&url=http%3A%2F%2Fglenjunction.com%2Fdirections%2F&usg=AFQjCNE07ajXrXrse0ZL1QZILd0c1k--HQ&sig2=cWVQ6hN4qzWHQlUk5SEq6A&bvm=bv.136811127,d.bGs"
26,-1.0,,
27,-1.0,,
28,-1.0,,
29,-1.0,,
30,-1.0,,
31,0.6878138184547424,1.0,http://www.anythinggoeshere.com/abuse.asp
32,-1.0,,
33,-1.0,,
34,-1.0,,
35,-1.0,,
36,-1.0,,
37,-1.0,,
38,-1.0,,
39,-1.0,,
40,-1.0,,
41,0.994989573955536,1.0,http://track.offer888.net/cgi-bin/c?e=3444431.13
42,-1.0,,
43,-1.0,,
44,-1.0,,
45,-1.0,,
46,-1.0,,
47,-1.0,,
48,0.996275782585144,1.0,https://&#x62;&#x69;&#x74;&#x2e;&#x6c;&#x79;&#x2f;&#x33;&#x71;&#x30;&#x44;&#x55;&#x55;&#x38;
49,-1.0,,
50,-1.0,,
51,-1.0,,
52,-1.0,,
53,-1.0,,
