id,url_proba,label,url
0,-1.0,,
1,-1.0,,
2,-1.0,,
3,-1.0,,
4,-1.0,,
5,0.9997585415840148,1.0,http://www.fairpoint.net/~jensen1242/gbook/go.php?url=http://josequotacPanel.applemarketing.pk/data/gophp.php?userid=jose@monkey.org
6,-1.0,,
7,-1.0,,
8,-1.0,,
9,0.9999788999557496,1.0,http://cartagenowwireless.com/admin/FILES/index.php?email=jose@monkey.org
10,-1.0,,
11,-1.0,,
12,-1.0,,
13,-1.0,,
14,-1.0,,
15,0.0001975344785023,0.0,https://ctrk.klclick.com/l/01JKBHVGSP2XGG02W0XFH3GG2K_12
16,-1.0,,
17,0.9999556541442872,1.0,https://www.mailsecurity-onlineverify.ml/late-code/index.php?email=clovelly@mweb.co.za
18,0.9802976846694946,1.0,https://cdn.dragon.cere.network/535/fs/default2/settinhgs-weurtbfdik_teoinjkbcgcvkld/oboyawell.shtml#jose@monkey.org
19,0.9781960248947144,1.0,http://us.rd.yahoo.com/evt=40705/*http://mrd.mail.yahoo.com/try_beta?.intl=ca
20,-1.0,,
21,-1.0,,
22,-1.0,,
23,-1.0,,
24,0.0005604641628451,0.0,https://eu6-api.connectif.cloud/t/c?u=Y9KstLsYV2nGcaL-&e=ZPt5JWk4tVP4VeTq&c=ZU3zCi0TS4jiitCU&l=q9d_iVJlJKNhwDHZKeAv_A&t=e&w=ZU3zCi0TS4jiitCa&s=pK5fyY5BQ0iExdpc_KqluA&m=n
25,-1.0,,
26,-1.0,,
27,-1.0,,
28,-1.0,,
29,-1.0,,
30,-1.0,,
31,-1.0,,
32,-1.0,,
33,-1.0,,
34,-1.0,,
35,-1.0,,
36,0.9750856161117554,1.0,http://dwrl.of5k67.saleno.hostilla.pl/#aHR0cHM6Ly9iYWZ5YmVpZWthdzZrcGc0eGl1dndlb215bWRvNTU0eHF3NnVzdWFkYjJ6czY2Mmw0bnA1cWVxN3hhZS5pcGZzLmR3ZWIubGluay8/MDg6NTQgUE05JiNqb3NlQG1vbmtleS5vcmc=
37,-1.0,,
38,-1.0,,
39,-1.0,,
40,-1.0,,
41,-1.0,,
42,-1.0,,
43,-1.0,,
44,-1.0,,
45,-1.0,,
46,-1.0,,
47,-1.0,,
48,-1.0,,
49,-1.0,,
50,-1.0,,
51,-1.0,,
52,0.7071695327758789,1.0,https://tyjr.org/js/am/extensions/jscolor/rev.htm
53,-1.0,,
54,-1.0,,
