id,phishing_probability,label
0,0.6616666937391652,0
4,0.9227602457352174,4
5,0.6712782382388778,5
7,0.7853224390370953,7
10,0.9102579469810992,10
11,0.9320475648892829,11
12,0.38586219226329455,12
13,0.700478555564754,13
14,0.22609465453882172,14
16,0.9510102376167235,16
20,0.5820934456233062,20
24,0.772938949696995,24
26,0.9792595112519917,26
27,0.9433413793061809,27
28,0.9639807548499862,28
29,0.5511502328723719,29
30,0.7523765409920544,30
31,0.5729957471983124,31
35,0.7397253136268037,35
37,0.6074159063285658,37
38,0.7984828342739706,38
39,0.7190891345774024,39
43,0.9388316619539371,43
44,0.7015713069606258,44
45,0.6590994264326342,45
46,0.9539409434157362,46
49,0.36859159665368346,49
50,0.6787695354993114,50
52,0.9910006667534113,52
57,0.9288820836222897,57
58,0.6882922688586952,58
59,0.8342993457231782,59
60,0.4104497821123046,60
61,0.393895614411232,61
63,0.9818683964271436,63
65,0.6017990578977568,65
67,0.4783650016214311,67
68,0.9366853972591964,68
72,0.31126787436338366,72
73,0.8339480893835035,73
74,0.23145460983907962,74
75,0.41380774469833187,75
78,0.3835309972918033,78
80,0.4719286918757509,80
81,0.6903941886445719,81
82,0.5672844457622435,82
83,0.7030670935151498,83
84,0.5986430914206816,84
85,0.47543181166124415,85
87,0.6704200019586922,87
89,0.984513496588566,89
90,0.7230296449693803,90
91,0.7810067680641352,91
92,0.7429029443342959,92
94,0.9502775449751152,94
95,0.4802173540046561,95
97,0.8900680861922641,97
99,0.9405041588467268,99
100,0.21630506346063275,100
101,0.30839580463141003,101
103,0.5234855824676948,103
104,0.8137781749048911,104
105,0.7591729163453625,105
106,0.9081738571516285,106
107,0.3346655377150281,107
108,0.2659598714476823,108
109,0.4568017661774932,109
110,0.5110394127376039,110
111,0.5672844457622435,111
115,0.9661072212237437,115
116,0.9305113420172012,116
117,0.34682631331998315,117
119,0.5099152684821151,119
121,0.8499360731224576,121
122,0.718221736097409,122
123,0.42804954214629787,123
124,0.7955005538762634,124
126,0.9763894216193221,126
127,0.4533640227265888,127
128,0.2288952829887088,128
129,0.8909207545812228,129
131,0.7319144306185664,131
132,0.6188580405771831,132
133,0.9837727311881649,133
134,0.7769763540453895,134
136,0.5206704299233378,136
137,0.9367043305474383,137
139,0.5624205436511598,139
140,0.8884207545812228,140
143,0.7196679419137609,143
144,0.39170710597285013,144
145,0.23092577245093268,145
150,0.7402480221987079,150
151,0.690256159205797,151
152,0.9636170680122005,152
153,0.5770985709114391,153
