id,phishing_probability,label,url,predicted_label
2468,0.9981899975787104,1,http://ceramicatorres.com.br/wp-admin/network/js/index.php?email=jose@monkey.org,1
3130,0.9015062122515974,1,https://robsonpeluquerosaopaulo.com/here/es/305,1
2681,0.8377276422467834,1,http://a-email.newsletters.ckync.com/cgi-bin/click.pl?email=jm@netnoteinc.com&newsletter=summer&url=http://www.hot-babies-live.com,1
2074,0.938951009425254,1,https://arhamdisplay.com/wp-ct/logon.php,1
2111,0.9982919869167156,1,http://66.231.133.63/final/index_remoov.html?ID=b36,1
2584,0.9873347152975768,1,https://pub-5b99e097a5ae4c38a2f8531f0fb21955.r2.dev/loading.html#jose@monkey.org,1
2200,0.8626231083246184,1,https://alumidecor.com/wp-content/upgrade/kjgrg/,1
2121,0.9013989791147032,1,http://igrgov101.3space.info/application.htm,1
1235,0.6401174976820585,1,https://rdgdwrkehg.ethel-duclos.workers.dev/?lsutdq=am9zZUBtb25rZXkub3Jn,1
275,0.970401118610007,1,http://balmainstudio.com.au/corporateshots/wp-includes/rest-api/don/7urymezxdjwro8sol9hulqu5.php?email=jose@monkey.org,1
3316,0.922816289737417,1,http://cbphost.net/users/quiksilver/grants.htm,1
1824,0.9625006174328026,1,http://webopedia.com/TERM/I/ISP.html,1
3938,0.982353974889158,1,http://digitalvirgil.co.uk/pvs/1991/index.php?email=jose@monkey.org&amp;jose@monkey.org&amp;,1
2625,0.6536770966944352,1,http://linkclick24.wix.com/outlook-app,1
950,0.8469718514642601,1,https://rare-billowy-brachiosaurus.glitch.me#jose@monkey.org,1
2417,0.9321587247632366,1,http://leedsgamingsociety.co.uk/insta.php,1
3338,0.9807420823213964,1,http://trachten-eder.at/phone/scripts/com.htm,1
2781,0.9410250969537804,1,https://odenappealing.com/eng/soa/?i=i&amp;0=jose@monkey.org,1
1131,0.5458312028917421,1,http://www.mumbailive.in/,1
385,0.7554379977986815,1,http://www142.wiildaccess.com/remove.htm,1
3540,0.9757358755299682,1,http://zevs4x4.ru/Account//login/,1
3610,0.9779495926283858,1,https://purityindustry.com/systemerror/NewestUpdate/?email=jose@monkey.org,1
834,0.9029237090426716,1,https://u16136365.ct.sendgrid.net/ls/click?upn=S9TOxv90ONa3MyMRFVXswTLm3oFS6gxAoP0-2FV0QaIjXZqd0qZ-2F3URkdUII-2FTxnbLOmnfrG2MLbIkZawjkKn5kXWZl-2BMX5azkpGIDePKZDrU-3DgAEN_fzWwZSEqorIArH9mn3FVyBNvEpGz-2FtQ5IB2YFQEKRpZx98Nph-2FMx06PMmBkC6-2BfMQH-2BcJfERs-2FhYoYBdG4CrV3w0LlFs6FUbftNde0tJMcZKSYGpYjG-2FifJLTgHW52fZakm98uwZIWTWHgpDQhYHwzjaVH-2BUZUG0fpcl-2BJKqGVE0NFHQrhGMLOPDkB6UKZRjTmM3bOylUDhGXSymQuytC9nshsO77scDJOIiSoqbbLY-3D,1
914,0.9519107991023396,1,https://www.usaa.com/inet/ent_logon/Logon?EID=66676-1010_head,1
2351,0.6689047178543552,1,http://www.bidstogo.biz/,1
1082,0.9515205221246864,1,https://online.conect.best/configurators.html?val=jose@monkey.org,1
3433,0.9150667504477008,1,https://domainupgrade.5gbfree.com/admin/index.php?email=jose@monkey.org,1
1091,0.8362204584137545,1,http://www.Insurancemail.net,1
3620,0.5648680261221651,1,https://t.pvboxorange-07.top/track/click/pdL2j37JooRlzFM3yPDARmYFcuUVN%2BsVOr%2FMUPWUgkHOJTCWQleNNrw7lhnAYmXv79vUUd2xE69i4d%2FlmmCFmQVUcw7Ctruta%2Br4OWclbdq9H7tKKRUEdhtmcU1rv3FPcDJCGtQN725Jdt0OcyzLfJKMOmjLRpNUObxHLhsvKFI2qSZR%2Ff7Jk0BgvPUQMjwaX14561KlMghlxt6nyrrHGyxCtHVQyGImBkDCJkD61F6uazum2h2oD7HOm%2Bp9Dnts7OYJt%2FB8HpB%2BbFPy6CbGGzbgNqECBXnVdh%2FMdeLiu2sT7bErjwhkpsVxYFnHGFlagoxRglPF0mLIBpTVEJxx0IK15uF3DFkgn0V34w%2BS4jc%2BtD9IgoV%2Bec%2BEXIz83KJFAcJ%2F7luhdq%2FAuq27rh88sP4pj3Oyz5Nhb%2BoyXwmFYJRobMCeielmNeukg0LndkuoA1fj3EaDLowDayOad2R4aULuy4H1QkTGWpNtX9x35YtjKodnaiRjbN3mEt3WxFpIUzZ%2BHIkJo%2FW%2B0ipaVCjbcfhopvkxBL1iVtkWxku%2BYL4%3D,1
3490,0.9808371401862408,1,https://www.usaa.com/inet/ent_contactus/CpLevelZeroContactUs?ContactUsPageId=PublicContactUs&amp;EID=129644-0815_head,1
1866,0.7433567038718621,1,http://www.patriciorossi.cl/log.htm,1
3170,0.8720175539163051,1,http://www.askthelawyers.com/apps/remove.asp?email=webmaster@efi.ie,1
353,0.642574825227525,1,https://cl.s13.exct.net/?qs=595d3623f95670908a11ee28c121e2d06c945eb040d6e45a2657f72d26eb7985fa65c1fb39ba9579994dbb4bc9f627c6,1
941,0.994610225703712,1,http://phdpharmawhey.org.uk/dee/crypt/email.html?email=jose@monkey.org,1
3499,0.6419954922193534,1,https://docs.google.com/drawings/d/1NgkdkPxXd6K6oG7U3gZrXbDhYf9zunvO0dCkDtvWP0U/preview,1
294,0.6717812813373134,1,http://tracking.goemt.org.br/tracking/botclick?msgid=o8k7mZLoyQyjcVAqpbXgAQ2&c=1868174812229388414,1
3539,0.966123526442812,1,https://davidm435.000webhostapp.com/update%20linkidin/New%20linkedin/linkedin/login.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,1
815,0.9562931376952992,1,https://roundsk333qwertyuioplkjhfgdsazxcvbnmlswdfghejkliamnbdsgwhyli.eu-gb.cf.appdomain.cloud/?email=jose@monkey.org,1
1001,0.9002917638968018,1,http://in.rd.yahoo.com/specials/mailtg/*http://yahoo.shaadi.com/india-matrimony/,1
631,0.94067392785111,1,https://firebasestorage.googleapis.com/v0/b/managegpa-12433.appspot.com/o/gpa%2Findex2dyl.html?alt=media&amp;token=c3581d41-177f-4663-b9bb-d7ae506ed4d3#jose@monkey.org,1
2951,0.9212562918390236,1,http://us.rd.yahoo.com/mail_us/taglines/100/*http://promotions.yahoo.com/new_mail/static/efficiency.html,1
1736,0.800707765339271,1,https://beta-home.accesstrade.vn/wp-content/plugins/akismet/views/800086077/go,1
1280,0.9744630101870044,1,http://us.rd.yahoo.com/messenger/mail_taglines/hotmail/*http://fr.messenger.yahoo.com,1
3765,0.8990731201568487,1,http://arielslimo.com/wp-content/plugins/z.asp.htm,1
1209,0.7877658047982838,1,https://qufablab.de/Qazr9rd/?U3e08yXukbkNg9OKkkaZ0waSESNrXxn49PbQ7OtWWsyqjgIU47ecf9aktQB0NOCgjgIU47etw1o6a5OdhBtdVsktihi4t5sAAhkHI6ccCN7GPULgvNczlkp1jgIU47ewQ1cNANRMRbWDeUJ47IWXQxxbVVaNIUIYGh2jgIU47eTjBCXIk6T91TjgIU47e53aQlIaBgQNGVX8l09dj4H3rFUXBjgIU47exj6JLl6SUaCF8,1
1121,0.8630762884608437,1,http://www.tec-part.org/wp-admin/late-code/index.php?email=jose@monkey.org,1
1524,0.9539736706720564,1,https://cloudcarrier.com.au/pnk8BbT/?9ZGoVmHWrZaytLu8NUegNKQpESTj0ksbUQi3SFL9V5bhwVdilOT8SmXqSpByleeYjyLPCBsbUQiuSjmgpxylG8mjoUjUxFC9wJIbJ9sbUQi89XYoZCuHGVUsMh7ikuwSCqvmuxeKpWpPlRZUxFC9wXlcX6XfnHJsbUQiiIxlsPT1fHUxFC9wJHEtOG3clRUVVdcsbUQidHzUPo6TItf,1
1549,0.9982919869167156,1,http://66.231.133.63/final/index_remoov.html?ID=b13,1
2273,0.7610984164871542,1,https://96960b2a-4691-454c-aedf-8256639f382f.htmlpasta.com/,1
3455,0.6536770966944352,1,http://linkclick24.wix.com/outlook-app,1
1768,0.9602087916507756,1,http://arifindo.co.id/images/uau.htm,1
2855,0.7944656656729608,1,http://www.ouweilighting.com,1
234,0.9045560252835764,1,https://monlinetbserver.xyz/index.php?key,1
2654,0.9088958465704744,1,http://www.mistyhighlands.org/razio/index/index.php?email=jose@monkey.org,1
1453,0.5986810427125381,1,http://mail.halas.com.cn/.../IRS/refund/caseid886432/index.html,1
1927,0.8435873391303668,1,https://www.jannaty.co/net.htm,1
1523,0.8374750988843846,1,https://allsportspf.com/yonX/?2tyNeqsayy97Byrrs3bBpsdFkz7nfnvwR40hw13NhhUG3oOb9v7AjNLi6PMJZywMe2Bm2MKPOuRCQBawxWGTRvLwR40hw131STlvQxpjpjYgp5V5GZLBtRFF6A1j8cwR40hw13RqiClW5QVppUOUnROtvSqsayy9qsayy9oajocZUlJ4UIIXRZBtgYjDPBWCdMhQ9IohhVAFqsayy9EgNiw,1
215,0.9714321356407496,1,https://www.coffeebeandirect.com/account/activate/5589984116781/f3c7f64b75976fb0e1549f91ed216cc7-1658536381,1
81,0.9425439369880502,1,http://www.ange21.com/gallery/data/update/index.php?email=jose@monkey.org,1
117,0.9792953860817462,1,http://almacenessanpedro.com.mx/update/index.php?email=jose@monkey.org,1
3456,0.9350438512896786,1,http://news.bbc.co.uk/1/hi/world/europe/859479.stm,1
1730,0.994511470325274,1,https://banethokdeurali.org.np/n/update/index.php?email=jose@monkey.org,1
36,0.8009727452978332,1,http://dwrl.of5k67.saleno.hostilla.pl/#aHR0cHM6Ly9iYWZ5YmVpZWthdzZrcGc0eGl1dndlb215bWRvNTU0eHF3NnVzdWFkYjJ6czY2Mmw0bnA1cWVxN3hhZS5pcGZzLmR3ZWIubGluay8/MDg6NTQgUE05JiNqb3NlQG1vbmtleS5vcmc=,1
