url,domain,registered_domain,tld,subdomain,class,id,protocol,path,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words,keywords,brands,dga_in_words,similar_to_keywords,similar_to_brands,negligible_words,words_nlp,words_raw,target_brand,target_keyword,compound_raw,compound_splitted
http://ceramicatorres.com.br/wp-admin/network/js/index.php?email=jose@monkey.org,ceramicatorres,ceramicatorres.com.br,com.br,,phish,0,http,/wp-admin/network/js/index.php?email=jose@monkey.org,0,0,0,14,0,52,0,0,0,0,0,1,1,0,0,1,2,4,1,1,0,1,0,0,7,3,6.571428571428571,14,4,3.155817433482074,2,2,0,6,0,0,0,0,10.5,0,"admin, email",,,,,"index, jose, monkey, ceramic, torres, network","index, jose, monkey, admin, email, ceramic, torres, network","ceramicatorres, wp, admin, network, js, index, php, email, jose, monkey, org",,,"ceramicatorres, network","ceramic, torres, network"
https://robsonpeluquerosaopaulo.com/here/es/305,robsonpeluquerosaopaulo,robsonpeluquerosaopaulo.com,com,,phish,1,https,/here/es/305,0,0,3,23,0,12,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,4,13.5,23,4,9.5,1,0,0,5,0,0,0,0,23.0,0,,,,,,"here, robson, eros, paul, peluqu","here, robson, eros, paul, peluqu","robsonpeluquerosaopaulo, here, es, 305",,,robsonpeluquerosaopaulo,"robson, eros, paul, peluqu"
http://a-email.newsletters.ckync.com/cgi-bin/click.pl?email=jm@netnoteinc.com&newsletter=summer&url=http://www.hot-babies-live.com,ckync,ckync.com,com,a-email.newsletters,phish,2,http,/cgi-bin/click.pl?email=jm@netnoteinc.com&newsletter=summer&url=http://www.hot-babies-live.com,0,0,0,5,19,94,1,1,2,0,1,2,7,0,0,4,5,4,1,1,2,3,0,0,14,3,5.714285714285714,11,3,2.602981022612657,3,5,0,7,2,0,0,2,10.333333333333334,1,"email, com, http, com, email",,ckync,,"bin, bin","click, summer, babies, live, note, newsletter, newsletters","click, summer, babies, live, bin, email, com, http, com, email, ckync, note, newsletter, newsletters","ckync, cgi, bin, click, pl, email, jm, netnoteinc, com, newsletter, summer, url, http, www, hot, babies, live, com, a, email, newsletters","bim, bing",,"netnoteinc, newsletter, newsletters","note, newsletter, newsletters"
https://arhamdisplay.com/wp-ct/logon.php,arhamdisplay,arhamdisplay.com,com,,phish,3,https,/wp-ct/logon.php,0,0,0,12,0,16,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,2,8.5,12,5,3.5,1,0,0,2,0,1,1,0,12.0,0,,,,logon,,"display, arham","logon, display, arham","arhamdisplay, wp, ct, logon, php",,login,arhamdisplay,"display, arham"
http://66.231.133.63/final/index_remoov.html?ID=b36,66.231.133.63,,,,phish,4,http,//66.231.133.63/final/index_remoov.html?ID=b36,10,0,12,13,0,46,0,0,0,0,0,1,5,0,0,0,7,4,0,1,0,1,1,0,4,0,5.0,6,4,0.7071067811865476,0,1,0,3,0,0,0,0,0.0,0,html,,,,,"final, index, remoov","final, index, remoov, html","66, 231, 133, 63, 66, 231, 133, 63, final, index, remoov, html, id, b36",,,,
https://pub-5b99e097a5ae4c38a2f8531f0fb21955.r2.dev/loading.html#jose@monkey.org,r2,r2.dev,dev,pub-5b99e097a5ae4c38a2f8531f0fb21955,phish,5,https,/loading.html#jose@monkey.org,1,21,0,2,36,29,0,0,0,0,0,1,2,0,0,1,2,1,1,0,0,0,0,0,4,1,8.25,11,6,1.920286436967152,1,0,0,2,0,0,0,0,7.0,2,,,"html#jose, beaaecafffb",,,"monkey, loading","monkey, html#jose, beaaecafffb, loading","r2, loading, html#jose, monkey, org, pub, 5b99e097a5ae4c38a2f8531f0fb21955",,,loading,loading
https://alumidecor.com/wp-content/upgrade/kjgrg/,alumidecor,alumidecor.com,com,,phish,6,https,/wp-content/upgrade/kjgrg/,0,0,0,10,0,26,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,4,4,7.25,10,5,1.7853571071357126,3,0,0,4,0,0,0,0,8.0,1,,,kjgrg,,,"decor, alum, content, upgrade","kjgrg, decor, alum, content, upgrade","alumidecor, wp, content, upgrade, kjgrg",,,"alumidecor, content, upgrade","decor, alum, content, upgrade"
http://igrgov101.3space.info/application.htm,3space,3space.info,info,igrgov101,phish,7,http,/application.htm,1,3,0,6,9,16,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,6.25,11,3,2.947456530637899,1,0,0,3,0,1,1,0,11.0,0,,,,htm,,"space, igrgov, application","space, igrgov, htm, application","3space, application, htm, igrgov101",,html,application,application
https://rdgdwrkehg.ethel-duclos.workers.dev/?lsutdq=am9zZUBtb25rZXkub3Jn,workers,workers.dev,dev,rdgdwrkehg.ethel-duclos,phish,8,https,/?lsutdq=am9zZUBtb25rZXkub3Jn,0,0,4,7,23,29,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,1,0,0,6,1,8.333333333333334,16,5,3.7712361663282534,1,0,0,3,0,0,0,0,7.0,3,,,"lsutdq, amzzubtbrzxkubjn, rdgdwrkehg",,,"ethel, duclos, workers","ethel, duclos, lsutdq, amzzubtbrzxkubjn, rdgdwrkehg, workers","workers, lsutdq, am9zzubtb25rzxkub3jn, rdgdwrkehg, ethel, duclos",,,workers,workers
http://balmainstudio.com.au/corporateshots/wp-includes/rest-api/don/7urymezxdjwro8sol9hulqu5.php?email=jose@monkey.org,balmainstudio,balmainstudio.com.au,com.au,,phish,9,http,/corporateshots/wp-includes/rest-api/don/7urymezxdjwro8sol9hulqu5.php?email=jose@monkey.org,0,0,4,13,0,91,0,0,0,0,0,1,0,0,0,2,2,5,1,1,0,1,0,0,8,5,9.25,20,4,5.448623679425842,3,1,0,7,0,1,1,0,11.666666666666666,1,email,,urymezxdjwrosolhulqu,shot,,"rest, jose, monkey, studio, balm, corporate, includes","rest, jose, monkey, email, urymezxdjwrosolhulqu, studio, balm, corporate, shot, includes","balmainstudio, corporateshots, wp, includes, rest, api, don, 7urymezxdjwro8sol9hulqu5, php, email, jose, monkey, org",,shop,"balmainstudio, corporateshots, includes","studio, balm, corporate, shot, includes"
