url,label,id,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words
http://ceramicatorres.com.br/wp-admin/network/js/index.php?email=jose@monkey.org,1,0,0,0,0,14,0,52,0,0,0,0,0,1,1,0,0,1,2,4,1,1,0,1,0,0,7,3,6.571428571428571,14,4,3.155817433482074,2,2,0,6,0,0,0,0,10.5,0
https://robsonpeluquerosaopaulo.com/here/es/305,1,1,0,0,3,23,0,12,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,4,13.5,23,4,9.5,1,0,0,5,0,0,0,0,23.0,0
http://a-email.newsletters.ckync.com/cgi-bin/click.pl?email=jm@netnoteinc.com&newsletter=summer&url=http://www.hot-babies-live.com,1,2,0,0,0,5,19,94,1,1,2,0,1,2,7,0,0,4,5,4,1,1,2,3,0,0,14,3,5.714285714285714,11,3,2.602981022612657,3,5,0,7,2,0,0,2,10.333333333333334,1
https://arhamdisplay.com/wp-ct/logon.php,1,3,0,0,0,12,0,16,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,2,8.5,12,5,3.5,1,0,0,2,0,1,1,0,12.0,0
http://66.231.133.63/final/index_remoov.html?ID=b36,1,4,10,0,12,13,0,46,0,0,0,0,0,1,5,0,0,0,7,4,0,1,0,1,1,0,4,0,5.0,6,4,0.7071067811865476,0,1,0,3,0,0,0,0,0.0,0
https://pub-5b99e097a5ae4c38a2f8531f0fb21955.r2.dev/loading.html#jose@monkey.org,1,5,1,21,0,2,36,29,0,0,0,0,0,1,2,0,0,1,2,1,1,0,0,0,0,0,4,1,8.25,11,6,1.920286436967152,1,0,0,2,0,0,0,0,7.0,2
https://alumidecor.com/wp-content/upgrade/kjgrg/,1,6,0,0,0,10,0,26,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,4,4,7.25,10,5,1.7853571071357126,3,0,0,4,0,0,0,0,8.0,1
http://igrgov101.3space.info/application.htm,1,7,1,3,0,6,9,16,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,6.25,11,3,2.947456530637899,1,0,0,3,0,1,1,0,11.0,0
https://rdgdwrkehg.ethel-duclos.workers.dev/?lsutdq=am9zZUBtb25rZXkub3Jn,1,8,0,0,4,7,23,29,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,1,0,0,6,1,8.333333333333334,16,5,3.771236166328253,1,0,0,3,0,0,0,0,7.0,3
http://balmainstudio.com.au/corporateshots/wp-includes/rest-api/don/7urymezxdjwro8sol9hulqu5.php?email=jose@monkey.org,1,9,0,0,4,13,0,91,0,0,0,0,0,1,0,0,0,2,2,5,1,1,0,1,0,0,8,5,9.25,20,4,5.448623679425842,3,1,0,7,0,1,1,0,11.666666666666666,1
