index,structure_proba,text_proba,url_proba,label
0,0.8115206,0.9998570680618286,-1.0,1
1,0.0045548053,0.0002869706077035,-1.0,0
2,0.9988218,0.9998377561569214,-1.0,1
3,0.010553825,0.0002210887614637,-1.0,0
4,0.071707666,0.0002418396179564,-1.0,0
5,0.9922117,,0.9997585415840148,1
6,0.0045548053,0.00019609327137,-1.0,0
7,0.8771887,0.9997547268867492,-1.0,1
8,0.99593216,0.9997783303260804,-1.0,1
9,0.99596906,0.9998207688331604,0.9999788999557496,1
10,0.0073899943,0.0002340786886634,-1.0,0
11,0.019610437,0.0002970470814034,-1.0,0
12,0.019610437,0.004803700838238,-1.0,0
13,0.0045548053,0.0002169904764741,-1.0,0
14,0.05869416,0.0002175831905333,-1.0,0
15,0.0023793061,0.0003659146022982,0.0001975344785023,0
16,0.019610437,0.0003164496156387,-1.0,0
17,0.9591133,,0.9999556541442872,1
18,0.99665904,,0.9802976846694946,1
19,0.99770904,0.9998288154602052,0.9781960248947144,1
20,0.007209744,0.0002123031736118,-1.0,0
21,0.0073899943,0.0002186807250836,-1.0,0
22,0.0073899943,0.0002646697394084,-1.0,0
23,0.071707666,0.0002294360456289,-1.0,0
24,0.00804016,,0.0005604641628451,0
25,0.9974808,0.9997325539588928,-1.0,1
26,0.0072084675,0.0002403278194833,-1.0,0
27,0.0073899943,0.000203189702006,-1.0,0
28,0.0073899943,0.0002393171598669,-1.0,0
29,0.0073899943,0.0006225900142453,-1.0,0
30,0.019610437,0.0002451706968713,-1.0,0
31,0.029062137,0.0003020458680111,-1.0,0
32,0.0073899943,0.0002079332480207,-1.0,0
33,0.037355334,0.0002133111702278,-1.0,0
34,0.0045548053,0.0002251461264677,-1.0,0
35,0.9438803,,-1.0,1
36,0.93700105,0.999716818332672,0.9750856161117554,1
37,0.071707666,0.0002400299126747,-1.0,0
38,0.003276545,0.0002048035385087,-1.0,0
39,0.020792002,0.0002355844044359,-1.0,0
40,0.0073899943,0.0002587007766123,-1.0,0
41,0.013160234,0.0007622343837283,-1.0,0
42,0.0073899943,0.0002062601415673,-1.0,0
43,0.99711037,0.9998217225074768,-1.0,1
44,0.008754777,0.0020746241789311,-1.0,0
45,0.012144196,0.0002673171111382,-1.0,0
46,0.0043939715,0.0002536516694817,-1.0,0
47,0.9081287,0.9997429251670836,-1.0,1
48,0.9988225,0.9998440742492676,-1.0,1
49,0.0073899943,0.0002273139107273,-1.0,0
50,0.019610437,0.0076142055913805,-1.0,0
51,0.0073899943,0.000212027633097,-1.0,0
52,0.9995604,0.999831199645996,0.7071695327758789,1
53,0.0073899943,0.0002015815116465,-1.0,0
54,0.97386575,0.9928178787231444,-1.0,1
55,0.997543,0.9998308420181274,0.994662344455719,1
56,0.0045548053,0.000198631605599,-1.0,0
57,0.0045548053,0.0002090620109811,-1.0,0
58,0.0025235515,0.0003770343028008,0.0001975344785023,0
59,0.019610437,0.0006771925836801,-1.0,0
60,0.0043939715,0.0008157425327226,-1.0,0
61,0.60686177,0.999262034893036,0.9967992305755616,1
62,0.0073899943,0.0002038522216025,-1.0,0
63,0.04150869,0.0002234269923064,-1.0,0
64,0.0073899943,0.0002100204146699,-1.0,0
65,0.0073899943,0.0002240080502815,-1.0,0
66,0.3063574,0.0002620888408273,-1.0,0
67,0.92347044,0.999743402004242,0.9807116389274596,1
68,0.0073899943,0.0004688761837314,-1.0,0
69,0.99650204,0.9998331069946288,-1.0,1
70,0.00804016,,0.0011913946364074,0
71,0.019610437,0.0002231855614809,-1.0,0
72,0.19856742,0.0002555625978857,-1.0,0
73,0.53847927,,0.9995266199111938,1
74,0.999466,0.0008431611349806,-1.0,1
75,0.0045548053,0.0004467839899007,-1.0,0
76,0.003623269,0.0002773955056909,-1.0,0
77,0.0073899943,0.0008564708405174,-1.0,0
78,0.9940948,0.9998325109481812,-1.0,1
79,0.0073899943,0.0002603375760372,-1.0,0
80,0.0012084881,0.0002190281520597,-1.0,0
81,0.99308443,0.9998273253440856,-1.0,1
82,0.0021787146,0.0002644339110702,-1.0,0
83,0.9992316,,0.995009422302246,1
84,0.0051467917,0.0027775191701948,-1.0,0
85,0.8757195,0.999743402004242,-1.0,1
86,0.058732092,0.0003897916758432,-1.0,0
87,0.04150869,0.0003573118010535,-1.0,0
88,0.0073899943,0.0002038467791862,-1.0,0
