index,structure_proba,text_proba,url_proba,label
0,0.99819773,0.9998513460159302,-1.0,1
1,0.003276545,0.0002183055330533,-1.0,0
2,0.9976109,0.999812662601471,-1.0,1
3,0.0073899943,0.0002169379440601,-1.0,0
4,0.0037107894,0.0003465829067863,0.0002737443719524,0
5,0.9835292,0.9997946619987488,-1.0,1
6,0.99617803,,-1.0,1
7,0.9845879,0.9998220801353456,0.991467833518982,1
8,0.99907744,,0.4502266347408294,1
9,0.99230075,,0.9998871088027954,1
10,0.0044821524,0.7014366984367371,-1.0,0
11,0.0073899943,0.0002016745420405,-1.0,0
12,0.90608984,0.9997977614402772,-1.0,1
13,0.88953274,0.9992610812187196,0.9912274479866028,1
14,0.03127701,0.0002330516435904,-1.0,0
15,0.33552736,0.00020730473625,-1.0,0
16,0.9974808,0.999790370464325,-1.0,1
17,0.9889304,,0.9997066855430604,1
18,0.9140851,0.9998348951339722,0.7122899889945984,1
19,0.9909905,0.9913622736930848,0.9999492168426514,1
20,0.99709,0.999841809272766,-1.0,1
21,0.98975825,0.9998373985290528,-1.0,1
22,0.0035955426,0.00031469707028,0.0002737443719524,0
23,0.9009598,,0.9854244589805604,1
24,0.019610437,0.0004473277658689,-1.0,0
25,0.9652855,,0.994858741760254,1
26,0.05869416,,-1.0,0
27,0.019610437,0.0015617730095982,-1.0,0
28,0.0073899943,0.0002323217340745,-1.0,0
29,0.99513936,0.9998227953910828,-1.0,1
30,0.0045548053,0.0004512871964834,-1.0,0
31,0.99532545,,0.6878138184547424,1
32,0.0025917066,0.0002521403366699,-1.0,0
33,0.0073899943,0.000200848429813,-1.0,0
34,0.0022323914,0.000215074251173,-1.0,0
35,0.9976109,0.999835729598999,-1.0,1
36,0.9980586,0.9998026490211488,-1.0,1
37,0.97074896,,-1.0,1
38,0.0073899943,0.000213029095903,-1.0,0
39,0.001308974,0.0002182247844757,-1.0,0
40,0.0073899943,,-1.0,0
41,0.9573503,,0.994989573955536,1
42,0.0053671235,0.0003966829681303,-1.0,0
43,0.99881446,0.9998452663421632,-1.0,1
44,0.012144196,0.0002166460762964,-1.0,0
45,0.0073899943,0.0002307965623913,-1.0,0
46,0.9957073,0.9998340606689452,-1.0,1
47,0.9941407,0.999833345413208,-1.0,1
48,0.99549484,0.9997968077659608,0.996275782585144,1
49,0.019610437,0.0002676922595128,-1.0,0
50,0.9635686,,-1.0,1
51,0.11337992,0.0003104604256805,-1.0,0
52,0.98185503,0.999823272228241,-1.0,1
53,0.99711037,0.9998162388801576,-1.0,1
54,0.99816054,0.999821126461029,0.9949913620948792,1
55,0.99737656,0.9998383522033693,-1.0,1
56,0.20202017,0.002274923492223,-1.0,0
57,0.9983625,,-1.0,1
58,0.05869416,0.0002115454117301,-1.0,0
59,0.008656057,0.0002069841575575,-1.0,0
60,0.01859091,,0.0169678665697574,0
61,0.9974808,0.9998470544815063,-1.0,1
62,0.008129406,0.0002403864928055,-1.0,0
63,0.0073899943,0.0002497594105079,-1.0,0
64,0.022501417,0.0001984909613383,-1.0,0
65,0.9846454,,0.9903557300567628,1
66,0.0043939715,0.0002113454247592,-1.0,0
67,0.9920386,,0.999943733215332,1
68,0.9974299,0.9998010993003844,-1.0,1
69,0.9620558,0.997852087020874,-1.0,1
70,0.9743336,,0.9958807229995728,1
71,0.019610437,0.0004446250677574,-1.0,0
72,0.0045548053,0.0002562413283158,-1.0,0
73,0.99883634,0.9998531341552734,-1.0,1
74,0.84726167,0.997970163822174,-1.0,1
75,0.0039294995,0.0002288516261614,-1.0,0
76,0.0073899943,0.0002581048174761,-1.0,0
77,0.997767,0.999798595905304,0.9937060475349426,1
78,0.9983569,,0.9992595314979552,1
79,0.99883634,0.9998050332069396,-1.0,1
80,0.13172834,0.001447006361559,-1.0,0
81,0.9931097,,0.9999698400497437,1
82,0.9154895,0.9997870326042176,-1.0,1
83,0.9639018,0.9997859597206116,-1.0,1
84,0.07266215,0.0002073766809189,-1.0,0
85,0.9815723,,0.9667582511901855,1
86,0.0044821524,0.000318434293149,-1.0,0
87,0.9921985,0.999808132648468,-1.0,1
88,0.019610437,0.0005886744474992,-1.0,0
89,0.0073899943,0.0002149620995623,-1.0,0
90,0.9890133,0.9997929930686952,-1.0,1
91,0.0018738268,0.0002119287964887,-1.0,0
92,0.05869416,0.0002333942975383,-1.0,0
93,0.4889553,0.9405179023742676,0.9913197159767152,1
94,0.9974808,0.9998459815979004,-1.0,1
95,0.9974808,0.9998396635055542,-1.0,1
96,0.92832917,0.9998251795768738,-1.0,1
97,0.019610437,0.0002252287958981,-1.0,0
98,0.99744594,0.999784290790558,-1.0,1
99,0.9988165,0.9998433589935304,-1.0,1
100,0.94718313,0.9876014590263368,0.4713160693645477,1
101,0.0073899943,0.000199788948521,-1.0,0
102,0.0073899943,0.0004063485830556,-1.0,0
103,0.9952441,0.9998071789741516,0.994275152683258,1
104,0.4443033,0.0002178320864913,-1.0,0
105,0.9974808,0.9998472929000854,-1.0,1
106,0.95226747,0.9996801614761353,-1.0,1
107,0.9974808,0.999817430973053,-1.0,1
108,0.0073899943,0.0002323399094166,-1.0,0
109,0.029703468,0.000203206174774,-1.0,0
110,0.017260272,0.0009680290240794,0.0331588201224803,0
111,0.99862206,0.9998238682746888,-1.0,1
112,0.0038386541,0.000215097432374,-1.0,0
113,0.99724823,0.9997920393943788,0.129538431763649,1
114,0.91394293,,-1.0,1
115,0.005148657,0.0002517557586543,-1.0,0
116,0.9990707,0.9997851252555848,0.9991188645362854,1
117,0.99378306,,0.9999921321868896,1
118,0.9988165,0.9998255372047424,-1.0,1
119,0.0073899943,0.0002010829630307,-1.0,0
120,0.9974808,0.9998218417167664,-1.0,1
121,0.0045548053,0.0001954679028131,-1.0,0
122,0.55626166,0.9996517896652222,-1.0,1
123,0.071707666,0.0002462218108121,-1.0,0
124,0.012362784,0.0002913266944233,0.0039123776368796,0
125,0.019610437,,-1.0,0
126,0.99011046,0.9916332960128784,-1.0,1
127,0.023348387,0.0002205537603003,-1.0,0
128,0.9931346,,0.6844397187232971,1
129,0.9966832,,0.9911999106407166,1
130,0.02665734,0.0003163786896038,0.0005947383469901,0
131,0.16887619,0.0001971748861251,-1.0,0
132,0.0073899943,0.0002907944726757,-1.0,0
133,0.004204992,0.0002607914502732,-1.0,0
134,0.99863064,0.9998456239700316,-1.0,1
135,0.0073899943,0.0002021610707743,-1.0,0
136,0.0005247614,0.0002223688497906,-1.0,0
137,0.019610437,,-1.0,0
138,0.9974808,0.9998360872268676,-1.0,1
139,0.98416084,,0.9989326596260072,1
140,0.07651918,0.0002507981844246,-1.0,0
141,0.9978752,0.9998379945755004,-1.0,1
142,0.99883634,0.9998300075531006,-1.0,1
143,0.9741039,,-1.0,1
144,0.9988165,0.9998509883880616,-1.0,1
145,0.9995435,0.9997069239616394,0.999861478805542,1
146,0.0045548053,0.0002877415681723,-1.0,0
147,0.9931178,0.9690093398094176,-1.0,1
148,0.0073899943,0.0005966164753772,-1.0,0
149,0.005450973,0.0002551306970417,-1.0,0
150,0.9993297,0.9998270869255066,0.9990801811218262,1
151,0.0073899943,0.0002240439498564,-1.0,0
152,0.9974299,0.999803364276886,-1.0,1
153,0.012144196,0.0002651094691827,-1.0,0
154,0.018938616,,0.0365346483886241,0
155,0.0051467917,0.0001953523751581,-1.0,0
156,0.7867916,0.9996341466903688,-1.0,1
157,0.0073899943,0.0002083643194055,-1.0,0
158,0.058732092,0.0002773024316411,-1.0,0
159,0.019610437,0.0006316758808679,-1.0,0
160,0.0073899943,0.000196565000806,-1.0,0
161,0.07946013,0.0002412833855487,-1.0,0
162,0.019610437,,-1.0,0
163,0.17999369,0.0002468786260578,-1.0,0
164,0.9923574,0.999832034111023,-1.0,1
165,0.0051467917,0.0002207740762969,-1.0,0
166,0.9962574,,0.9999939203262328,1
167,0.019610437,0.000224156974582,-1.0,0
168,0.9706663,0.9997915625572203,-1.0,1
169,0.99895525,0.9998286962509156,-1.0,1
170,0.99795157,,0.9990838766098022,1
171,0.99711037,0.9998094439506532,-1.0,1
172,0.0073899943,0.0002081698912661,-1.0,0
173,0.97280157,,-1.0,1
174,0.0073899943,0.0001957338536158,-1.0,0
175,0.99586993,,0.9988559484481812,1
176,0.0073899943,0.0002689350221771,-1.0,0
177,0.9410994,,0.998745322227478,1
178,0.071707666,0.0002304697991348,-1.0,0
179,0.061400235,0.0008981862920336,0.1544474065303802,0
180,0.0034170875,0.0002600981388241,-1.0,0
181,0.9973857,0.9998273849487304,-1.0,1
182,0.011839015,0.0002172322565456,-1.0,0
183,0.99003905,,0.9858689308166504,1
184,0.00841842,0.0005449877935461,-1.0,0
185,0.071707666,0.0002281300694448,-1.0,0
186,0.002669001,0.0005627731443382,-1.0,0
